txn_id,sender_name,sender_account,sender_bank,receiver_name,receiver_account,receiver_bank,amount_inr,timestamp,txn_type,reference_no,remarks
F799A36C,Dinesh Singh,HDFC-XXXX-6046,AXIS,Usha Das,SBI-XXXX-2781,BOI,104329,2025-02-11T15:41:00,CASH,REFBDEB3ACC,Personal transfer
366D3699,Rekha Nair,BOI-XXXX-8756,ICICI,Dinesh Iyer,SBI-XXXX-4131,ICICI,98578,2025-01-07T18:21:00,RTGS,REFF857B35F,Personal transfer
331BACCB,Sanjay Mishra,SBI-XXXX-9899,AXIS,Vijay Nair,AXIS-XXXX-6654,HDFC,81140,2025-01-06T12:45:00,NEFT,REFCCDC5015,Salary
F322B973,Usha Joshi,PNB-XXXX-6454,BOI,Anita Iyer,SBI-XXXX-5859,AXIS,75723,2025-03-11T17:50:00,IMPS,REF2E612138,Personal transfer
44DC0828,Rekha Singh,PNB-XXXX-2939,HDFC,Dinesh Ghosh,ICICI-XXXX-3384,SBI,88542,2025-02-22T14:19:00,NEFT,REF137861AF,Salary
532D0B82,Mahesh Singh,BOI-XXXX-2392,SBI,Anil Das,HDFC-XXXX-7468,AXIS,187199,2025-01-14T19:59:00,IMPS,REF4A6F3D58,Personal transfer
98851321,Priya Roy,SBI-XXXX-2741,AXIS,Anita Nair,HDFC-XXXX-4272,ICICI,142139,2025-01-26T13:45:00,NEFT,REF2195AE9C,Salary
F64680EF,Dinesh Das,SBI-XXXX-2512,AXIS,Vijay Pandey,ICICI-XXXX-1722,SBI,92439,2025-01-17T18:16:00,IMPS,REF2B7A040D,Invoice payment
4AA4FD83,Priya Menon,HDFC-XXXX-9163,BOI,Meena Tiwari,AXIS-XXXX-9171,ICICI,135382,2025-01-03T09:25:00,IMPS,REF51333A36,Invoice payment
BE1802EA,Anita Singh,AXIS-XXXX-6340,AXIS,Meena Mishra,HDFC-XXXX-6336,HDFC,33870,2025-02-11T11:06:00,IMPS,REF3E881004,Invoice payment
326E0C70,Vijay Iyer,HDFC-XXXX-7887,ICICI,Suresh Tiwari,AXIS-XXXX-8348,AXIS,103473,2025-01-11T18:42:00,IMPS,REF2C55ABA8,Rent payment
A9A9821F,Anita Joshi,AXIS-XXXX-3977,SBI,Anil Patel,ICICI-XXXX-7211,ICICI,60485,2025-02-28T13:21:00,NEFT,REF81D767CA,Salary
36A31C86,Shobha Iyer,ICICI-XXXX-4602,ICICI,Suresh Tiwari,BOI-XXXX-3568,BOI,49547,2025-03-12T11:05:00,NEFT,REF4EB0CF28,
C676F00E,Anil Roy,PNB-XXXX-7843,ICICI,Anil Mishra,SBI-XXXX-7636,SBI,90136,2025-01-22T20:39:00,NEFT,REFF83FC931,Salary
753E9460,Mahesh Iyer,HDFC-XXXX-7813,AXIS,Suresh Singh,PNB-XXXX-7974,BOI,52132,2025-02-28T16:27:00,IMPS,REFB8649F6B,Invoice payment
2AC0CD48,Meena Iyer,HDFC-XXXX-9180,BOI,Lata Pandey,PNB-XXXX-6530,ICICI,133089,2025-03-04T15:10:00,CASH,REFD74FC2AF,Salary
2C5B8739,Priya Mishra,ICICI-XXXX-6889,HDFC,Mahesh Iyer,PNB-XXXX-6432,AXIS,126332,2025-02-27T13:49:00,RTGS,REFA78BFDA4,Invoice payment
FA8E51EF,Dinesh Tiwari,PNB-XXXX-9846,ICICI,Vijay Iyer,HDFC-XXXX-7788,AXIS,70867,2025-03-07T15:42:00,IMPS,REF82E55189,Rent payment
1B0DA889,Rajesh Kumar,HDFC-XXXX-3141,HDFC,Usha Tiwari,AXIS-XXXX-7098,SBI,157652,2025-02-03T09:01:00,NEFT,REFFB28E417,Rent payment
C1880B50,Priya Menon,ICICI-XXXX-1741,AXIS,Sanjay Iyer,SBI-XXXX-4189,ICICI,150024,2025-02-06T09:24:00,IMPS,REFA621D7C0,Invoice payment
E173C21B,Lata Menon,BOI-XXXX-6963,SBI,Priya Kumar,SBI-XXXX-7274,ICICI,126989,2025-01-06T13:23:00,IMPS,REF12B9ED48,
E1111B1A,Dinesh Singh,BOI-XXXX-2343,ICICI,Suresh Joshi,HDFC-XXXX-9824,HDFC,74005,2025-01-10T19:04:00,NEFT,REF878C75D0,
F2ABC9E2,Sunita V.,SBI-XXXX-2002,SBI,Sunrise Traders,ICICI-XXXX-3001,ICICI,119521,2025-02-24T19:46:00,CASH,ICICID7996983,Accounts payable
41FE7F38,Suresh Singh,BOI-XXXX-6015,HDFC,Anil Ghosh,SBI-XXXX-1749,ICICI,81238,2025-02-28T19:33:00,IMPS,REFC2343BFE,
E4DDF1B1,Mahesh Singh,SBI-XXXX-2753,BOI,Suresh Nair,HDFC-XXXX-5462,ICICI,163552,2025-01-27T19:21:00,IMPS,REF2C522F70,Salary
77B1B215,Anil Das,AXIS-XXXX-6246,HDFC,Sanjay Patel,SBI-XXXX-9948,BOI,91843,2025-02-07T15:57:00,RTGS,REF4666BA89,
E731B2B2,Sanjay Singh,BOI-XXXX-3544,SBI,Anita Nair,PNB-XXXX-7387,ICICI,65124,2025-02-01T19:18:00,NEFT,REFE11C5739,Rent payment
E90E4ADF,Sanjay Mishra,SBI-XXXX-1893,HDFC,Usha Singh,BOI-XXXX-3419,ICICI,8600,2025-02-13T19:51:00,NEFT,REF71EFF127,Salary
9E9C7F67,Rekha Singh,HDFC-XXXX-9125,AXIS,Suresh Roy,AXIS-XXXX-4898,AXIS,195316,2025-01-22T11:36:00,CASH,REF0089AE82,Salary
079C8187,Deepak R.,SBI-XXXX-2001,SBI,Sunrise Trading Co.,ICICI-XXXX-3001,ICICI,116469,2025-03-07T11:17:00,NEFT,ICICI6F467792,Goods payment
CB925997,Dinesh Mishra,PNB-XXXX-2890,ICICI,Mahesh Menon,BOI-XXXX-8870,BOI,154589,2025-02-23T18:47:00,IMPS,REFBCC9C07F,Salary
8C144300,Anil Iyer,BOI-XXXX-1002,SBI,Rajesh Ghosh,BOI-XXXX-5990,BOI,152412,2025-01-27T18:42:00,NEFT,REF479E7BE7,Salary
130F99CD,Meena Ghosh,PNB-XXXX-6192,ICICI,Priya Kumar,HDFC-XXXX-7109,AXIS,146522,2025-01-21T16:19:00,NEFT,REF4BBF05B3,Personal transfer
898D8FC6,Rekha Singh,AXIS-XXXX-3196,BOI,Priya Tiwari,BOI-XXXX-8680,ICICI,53228,2025-02-19T15:30:00,IMPS,REFCCE53CF6,Rent payment
1C9E1BE7,Anil Patel,AXIS-XXXX-7056,AXIS,Priya Pandey,ICICI-XXXX-1199,ICICI,95418,2025-02-14T12:28:00,IMPS,REF5B2D4A4A,Personal transfer
C12424D1,Vijay Tiwari,ICICI-XXXX-9301,BOI,Anita Nair,ICICI-XXXX-1100,SBI,184787,2025-02-12T13:25:00,CASH,REFAE59EECA,
3D87625D,Rekha Nair,ICICI-XXXX-6753,BOI,Usha Singh,AXIS-XXXX-9785,ICICI,12235,2025-01-15T12:11:00,IMPS,REF22BA7A10,Salary
A0500796,Rajesh Patel,BOI-XXXX-5728,AXIS,Sanjay Nair,SBI-XXXX-8679,ICICI,188430,2025-02-21T12:32:00,IMPS,REF839F75D2,Invoice payment
B2969A31,Usha Tiwari,PNB-XXXX-8231,BOI,Rajesh Tiwari,HDFC-XXXX-7965,SBI,197935,2025-02-01T12:55:00,NEFT,REFB8DF0F31,Invoice payment
C4BF9A35,Priya Nair,BOI-XXXX-5267,SBI,Priya Tiwari,PNB-XXXX-8752,BOI,49323,2025-01-07T18:18:00,CASH,REFFFF7F1AB,
5180052E,Lata Patel,PNB-XXXX-6231,ICICI,Rekha Pandey,AXIS-XXXX-3142,ICICI,139998,2025-03-13T09:20:00,IMPS,REF2976DACD,Invoice payment
A7D2BB52,Rekha Roy,AXIS-XXXX-5902,BOI,Rekha Patel,ICICI-XXXX-9311,BOI,144549,2025-03-04T19:36:00,RTGS,REF1CEBF1DE,Invoice payment
C49F2AA2,Dinesh Das,PNB-XXXX-9561,AXIS,Usha Kumar,SBI-XXXX-7790,HDFC,43849,2025-01-13T09:36:00,NEFT,REF9C9243D1,Salary
1112CD47,Anita Tiwari,BOI-XXXX-9064,AXIS,Anita Joshi,HDFC-XXXX-5809,AXIS,133516,2025-03-06T12:34:00,RTGS,REFF1DF5BCF,
06A14931,Shobha Das,ICICI-XXXX-3102,BOI,Mahesh Ghosh,PNB-XXXX-3981,HDFC,118408,2025-03-06T08:53:00,NEFT,REF02A731D1,
3A80B764,Rajesh Nair,PNB-XXXX-6832,SBI,Rekha Iyer,ICICI-XXXX-5778,BOI,172495,2025-01-10T16:12:00,CASH,REF75FFCAF1,Rent payment
FF504636,Mahesh Kumar,PNB-XXXX-6797,AXIS,Anita Ghosh,BOI-XXXX-5466,ICICI,75864,2025-02-04T20:06:00,RTGS,REF394811D4,
0A9525F6,Mahesh Tiwari,SBI-XXXX-7266,ICICI,Dinesh Tiwari,AXIS-XXXX-9921,AXIS,95186,2025-03-06T13:24:00,RTGS,REFC205EF94,Rent payment
752EF3C6,Shobha Tiwari,AXIS-XXXX-9239,BOI,Vijay Tiwari,AXIS-XXXX-3655,HDFC,163508,2025-01-18T12:03:00,CASH,REF3AA66733,Invoice payment
783267BB,Rajesh Joshi,ICICI-XXXX-3616,AXIS,Anita Das,PNB-XXXX-9233,ICICI,185955,2025-01-16T18:58:00,RTGS,REF80A542D7,Salary
F8C6E60E,Sanjay Mishra,BOI-XXXX-4084,ICICI,Rajesh Das,BOI-XXXX-8792,BOI,44547,2025-01-08T15:06:00,RTGS,REFD3D53B8E,Personal transfer
73C0F06A,Suresh Singh,ICICI-XXXX-7899,ICICI,Suresh Iyer,AXIS-XXXX-2260,ICICI,70981,2025-02-01T19:40:00,NEFT,REF690BEBA0,
AC3BFD2B,Anil Das,PNB-XXXX-4961,BOI,Sanjay Joshi,HDFC-XXXX-9518,ICICI,182659,2025-01-24T13:35:00,NEFT,REF2FF10677,Personal transfer
8A3D27BD,Rekha Tiwari,SBI-XXXX-6824,HDFC,Mahesh Kumar,PNB-XXXX-9787,SBI,37984,2025-03-04T11:20:00,IMPS,REF76E8C017,Salary
32C9FB51,Anita Pandey,AXIS-XXXX-2582,ICICI,Anita Singh,HDFC-XXXX-1982,BOI,152216,2025-03-13T13:42:00,NEFT,REFD0291EEF,Invoice payment
39404A6E,Suresh Tiwari,AXIS-XXXX-7093,ICICI,Vijay Sharma,SBI-XXXX-3430,ICICI,79549,2025-02-28T10:39:00,IMPS,REF65A3D6CF,
862BE2F8,Arjun M.,HDFC-XXXX-1001,HDFC,Phoenix Exports,HDFC-XXXX-1002,HDFC,9920435,2025-02-18T10:35:00,NEFT,HDFCF46D837D,Commission payment – export services
1D5B0417,Rajesh Iyer,PNB-XXXX-6175,AXIS,Mahesh Sharma,ICICI-XXXX-2746,HDFC,116692,2025-02-02T12:54:00,IMPS,REF412E61FE,Invoice payment
388C984A,Mahesh Roy,AXIS-XXXX-3832,HDFC,Suresh Singh,HDFC-XXXX-4157,HDFC,16187,2025-02-24T09:43:00,NEFT,REF15B396E4,Rent payment
C378E6F1,Lata Pandey,HDFC-XXXX-9374,ICICI,Vijay Das,AXIS-XXXX-4638,BOI,38618,2025-01-07T16:51:00,NEFT,REF1982D46A,Invoice payment
F3355B00,Anita Menon,ICICI-XXXX-5536,ICICI,Vijay Joshi,PNB-XXXX-5895,HDFC,44303,2025-03-08T20:15:00,NEFT,REF874070FE,
B275CB29,Usha Tiwari,PNB-XXXX-8840,HDFC,Mahesh Das,HDFC-XXXX-2033,AXIS,14695,2025-02-07T11:02:00,IMPS,REFA8DE127C,Personal transfer
13C66B06,Shobha Menon,ICICI-XXXX-3277,AXIS,Vijay Mishra,BOI-XXXX-9570,ICICI,50143,2025-02-08T08:47:00,NEFT,REF7B1D699C,Rent payment
7EBFC256,Vijay Patel,SBI-XXXX-2616,HDFC,Sanjay Ghosh,BOI-XXXX-8777,ICICI,188011,2025-01-24T15:43:00,NEFT,REF39DD8B05,Rent payment
6C6712E7,Lata Iyer,SBI-XXXX-6424,HDFC,Suresh Kumar,HDFC-XXXX-7705,BOI,194277,2025-03-11T12:42:00,RTGS,REF95F9EBA7,Salary
F246D377,Rajesh Nair,SBI-XXXX-6489,ICICI,Lata Roy,AXIS-XXXX-9901,BOI,134476,2025-01-18T16:29:00,RTGS,REFE81C6D73,Rent payment
505B0248,Anil Ghosh,AXIS-XXXX-4860,AXIS,Mahesh Pandey,ICICI-XXXX-2293,AXIS,192250,2025-01-05T16:36:00,IMPS,REF1FF0559B,
30545BA8,Anita Pandey,BOI-XXXX-5888,AXIS,Mahesh Iyer,SBI-XXXX-3470,HDFC,57506,2025-02-13T14:36:00,NEFT,REFFE7BAD5C,Rent payment
