txn_id,sender_name,sender_account,sender_bank,receiver_name,receiver_account,receiver_bank,amount_inr,timestamp,txn_type,reference_no,remarks
60176EB7,Rajesh Sharma,PNB-XXXX-5051,SBI,Vijay Mishra,SBI-XXXX-7190,AXIS,73783,2025-02-18T09:04:00,NEFT,REFAAA08347,
FA3A3DA6,Priya Nair,ICICI-XXXX-1264,ICICI,Dinesh Mishra,SBI-XXXX-4845,ICICI,62233,2025-01-24T16:28:00,NEFT,REF0B86FC75,
CABFC586,Sanjay Joshi,PNB-XXXX-7328,AXIS,Anil Singh,ICICI-XXXX-5948,BOI,167915,2025-02-06T17:27:00,CASH,REF462F0F1D,Invoice
3D8E2F66,Anil Joshi,PNB-XXXX-1849,ICICI,Anil Pandey,AXIS-XXXX-5489,SBI,361606,2025-03-22T15:31:00,RTGS,REFF91F6AEB,
CC051AF1,Rekha Nair,ICICI-XXXX-6166,AXIS,Mahesh Das,SBI-XXXX-3554,BOI,311675,2025-02-05T17:22:00,IMPS,REFE4D9F224,EMI
5E5DFD9B,Anil Das,SBI-XXXX-5164,AXIS,Priya Patel,BOI-XXXX-4338,SBI,335075,2025-02-18T18:44:00,CASH,REF258D8977,Rent
558BB73E,Dinesh Kumar,PNB-XXXX-7605,AXIS,Usha Joshi,PNB-XXXX-2007,SBI,106156,2025-03-20T10:46:00,RTGS,REF75321426,Personal
0A820DC4,Priya Patel,HDFC-XXXX-8548,SBI,Suresh Menon,HDFC-XXXX-7771,AXIS,355347,2025-01-30T16:33:00,IMPS,REF70091D2D,
A891CF66,Rohit J.,SBI-XXXX-4004,SBI,Sigma Hold.,YES-XXXX-5002,YES,775156,2025-02-10T16:39:00,IMPS,YESF1D1CBFB,Service payment
3C5DBE7F,Rohit J.,SBI-XXXX-4004,SBI,Sigma Hold.,YES-XXXX-5002,YES,306879,2025-02-22T09:02:00,IMPS,YESFC255D0E,Service payment
0D08C5BE,Rajesh Das,SBI-XXXX-6877,AXIS,Mahesh Pandey,BOI-XXXX-4569,AXIS,35715,2025-03-30T09:17:00,IMPS,REFA201AA9C,
66A1157A,Priya Mishra,AXIS-XXXX-2873,ICICI,Shobha Kumar,BOI-XXXX-3551,AXIS,81291,2025-02-11T13:36:00,NEFT,REF8C62057D,
4C6F8864,Suresh Mishra,PNB-XXXX-5933,ICICI,Priya Das,PNB-XXXX-9518,BOI,307601,2025-02-18T20:57:00,IMPS,REF175C6279,Invoice
EA361FE9,Usha Patel,SBI-XXXX-6266,BOI,Lata Iyer,SBI-XXXX-5393,HDFC,400857,2025-03-27T20:31:00,IMPS,REF14474244,EMI
51E67777,Priya Roy,AXIS-XXXX-1753,AXIS,Priya Mishra,AXIS-XXXX-5093,ICICI,323088,2025-03-31T14:03:00,NEFT,REF29606E9D,Personal
C768B783,Priya Roy,AXIS-XXXX-3517,SBI,Sanjay Mishra,ICICI-XXXX-5458,SBI,205016,2025-02-16T09:40:00,NEFT,REF8F542979,EMI
3B93D613,Mahesh Mishra,SBI-XXXX-9057,HDFC,Anita Sharma,SBI-XXXX-5617,ICICI,44997,2025-04-03T13:07:00,RTGS,REFCDBD82F1,Personal
45DBF63F,Rekha Joshi,AXIS-XXXX-3639,HDFC,Vijay Kumar,HDFC-XXXX-1515,SBI,184731,2025-02-28T15:39:00,IMPS,REFEF4B461C,
4D902F32,Mahesh Tiwari,AXIS-XXXX-6206,ICICI,Meena Sharma,SBI-XXXX-9092,AXIS,29532,2025-02-19T14:07:00,NEFT,REFF3C4B6E5,EMI
72051E1E,Anil Iyer,HDFC-XXXX-7478,ICICI,Dinesh Kumar,PNB-XXXX-8259,ICICI,343646,2025-01-26T10:45:00,NEFT,REFD7E7DE8C,
7F8879FF,Usha Pandey,HDFC-XXXX-4373,SBI,Anita Das,SBI-XXXX-4481,SBI,356534,2025-02-11T15:52:00,NEFT,REF60AA5A5E,Rent
8CF5A07D,Priya Pandey,AXIS-XXXX-6581,SBI,Rekha Pandey,HDFC-XXXX-8025,AXIS,114882,2025-03-12T15:54:00,IMPS,REF6437A279,Personal
E13749B2,Sanjay Mishra,HDFC-XXXX-9218,BOI,Priya Roy,PNB-XXXX-9573,ICICI,239608,2025-01-31T13:18:00,RTGS,REF5EEC17B0,
784581EE,Suresh Ghosh,HDFC-XXXX-5924,BOI,Priya Ghosh,HDFC-XXXX-3286,HDFC,352816,2025-02-26T20:03:00,NEFT,REF8B361A29,Invoice
2F1BAEEA,Anita Iyer,ICICI-XXXX-4476,BOI,Meena Singh,BOI-XXXX-5555,BOI,468135,2025-01-24T17:57:00,CASH,REF71776899,EMI
0DB72CC6,Suresh Das,SBI-XXXX-9125,HDFC,Shobha Patel,HDFC-XXXX-4094,BOI,262172,2025-02-07T18:18:00,NEFT,REF9C11DC5E,Invoice
6E4106C5,Dinesh Patel,SBI-XXXX-4721,AXIS,Usha Singh,SBI-XXXX-5844,HDFC,462864,2025-02-28T12:28:00,NEFT,REF1DAC18EB,
94C4C5A8,Rajesh Menon,PNB-XXXX-4050,AXIS,Rekha Kumar,SBI-XXXX-8058,AXIS,108570,2025-01-25T16:32:00,IMPS,REF7E87F9BF,EMI
675D46DD,Lata Roy,SBI-XXXX-1741,SBI,Priya Menon,AXIS-XXXX-7699,AXIS,393338,2025-03-11T12:48:00,NEFT,REF9691F22D,Rent
5F40036C,Rajesh Kumar,SBI-XXXX-6269,HDFC,Vijay Das,ICICI-XXXX-2650,AXIS,101909,2025-02-16T15:23:00,RTGS,REF7189703A,Invoice
3B40B1E2,Suresh Pandey,PNB-XXXX-4450,HDFC,Priya Mishra,SBI-XXXX-3933,AXIS,386364,2025-03-06T12:52:00,CASH,REF74926ADE,Rent
647AE425,Meena Nair,AXIS-XXXX-2521,ICICI,Anil Joshi,HDFC-XXXX-7974,HDFC,154403,2025-02-23T14:43:00,NEFT,REF0097E32F,Personal
B99AC7C7,Meena Roy,BOI-XXXX-3644,SBI,Anita Tiwari,SBI-XXXX-7297,AXIS,375183,2025-03-31T09:33:00,IMPS,REF76A9ADE1,EMI
7C59D3B7,Rohit J.,SBI-XXXX-4004,SBI,Sigma Holdings,YES-XXXX-5002,YES,253672,2025-03-10T14:05:00,NEFT,YES1A4CCF6C,Service payment
598C8135,Anil Singh,HDFC-XXXX-8693,SBI,Rekha Tiwari,AXIS-XXXX-7765,AXIS,8987,2025-03-03T20:14:00,IMPS,REF107E7C25,Invoice
5C9E5D82,Sanjay Kumar,PNB-XXXX-4696,AXIS,Anita Sharma,HDFC-XXXX-3694,ICICI,167951,2025-01-23T18:40:00,NEFT,REF207EC5C8,Personal
675B4394,Delta Fin. Ltd,YES-XXXX-5001,YES,A. Krishnan,HDFC-XXXX-4003,HDFC,1000000,2025-03-15T10:21:00,RTGS,HDFC10D689F4,Inter-company transfer
8147EB55,Priya Singh,HDFC-XXXX-6926,SBI,Meena Pandey,SBI-XXXX-6937,BOI,253473,2025-02-01T09:03:00,RTGS,REFB13CFDD1,Invoice
B35F703E,Vikram S.,AXIS-XXXX-4001,AXIS,Meera Nambiar,AXIS-XXXX-4002,AXIS,500000,2025-03-06T12:41:00,RTGS,AXIS2A85951B,Business settlement
6C7A5FD9,Dinesh Ghosh,AXIS-XXXX-9724,BOI,Usha Sharma,AXIS-XXXX-2369,BOI,379824,2025-03-09T16:36:00,CASH,REF3B54441A,Rent
AE5BBEB2,Anita Mishra,BOI-XXXX-3809,ICICI,Anita Roy,ICICI-XXXX-7366,HDFC,179088,2025-02-06T18:48:00,CASH,REFDDA34162,Invoice
D74AFBB5,Anil Iyer,AXIS-XXXX-1786,BOI,Rajesh Ghosh,ICICI-XXXX-1265,BOI,234222,2025-01-19T16:55:00,RTGS,REFEF813C50,
91AB50CB,Shobha Nair,BOI-XXXX-6468,SBI,Priya Singh,BOI-XXXX-2509,BOI,414253,2025-01-29T16:10:00,IMPS,REF62CD584B,Personal
DD0C5E39,Sanjay Singh,SBI-XXXX-7054,SBI,Lata Mishra,HDFC-XXXX-3898,HDFC,48423,2025-03-09T09:03:00,NEFT,REFAE7FFF6D,Personal
BF129C4D,Rekha Sharma,HDFC-XXXX-4297,SBI,Rekha Sharma,PNB-XXXX-8794,AXIS,319448,2025-02-26T17:36:00,RTGS,REF3E44B407,
B21DFD41,Priya Mishra,HDFC-XXXX-3690,BOI,Priya Pandey,AXIS-XXXX-1160,ICICI,223262,2025-02-06T10:30:00,NEFT,REF0B1AC505,Personal
0FDC141E,Mahesh Iyer,AXIS-XXXX-5043,HDFC,Shobha Kumar,ICICI-XXXX-1462,HDFC,142012,2025-04-02T15:43:00,IMPS,REF579AC8AF,Invoice
59894D40,Mahesh Roy,SBI-XXXX-1597,HDFC,Priya Sharma,AXIS-XXXX-9947,HDFC,320067,2025-03-04T11:22:00,IMPS,REFC55BC3EE,Rent
4EA2556C,Shobha Iyer,AXIS-XXXX-5309,SBI,Usha Patel,ICICI-XXXX-2908,ICICI,426339,2025-01-25T19:50:00,IMPS,REF17D8AD84,Personal
E10DDD08,Meena Kumar,BOI-XXXX-3032,ICICI,Meena Mishra,AXIS-XXXX-4990,BOI,46623,2025-01-22T10:23:00,NEFT,REF73DD4D58,Invoice
9067A0A5,Usha Joshi,AXIS-XXXX-2106,ICICI,Rajesh Roy,BOI-XXXX-8354,AXIS,272924,2025-02-13T16:37:00,CASH,REFD1D0946B,Personal
223C9C9F,Rajesh Kumar,ICICI-XXXX-2527,ICICI,Rajesh Menon,ICICI-XXXX-7523,BOI,107175,2025-02-24T20:25:00,CASH,REFEAF23870,Invoice
29BA6ED3,Dinesh Roy,AXIS-XXXX-8812,BOI,Suresh Nair,SBI-XXXX-9414,HDFC,349752,2025-01-31T10:24:00,IMPS,REF3CD09BC1,Invoice
DF6AC2AB,Usha Iyer,SBI-XXXX-7350,HDFC,Meena Roy,BOI-XXXX-2228,HDFC,302219,2025-04-05T15:06:00,NEFT,REFE52883A8,Rent
E846096B,Vijay Kumar,AXIS-XXXX-4393,SBI,Sanjay Iyer,PNB-XXXX-3126,ICICI,145012,2025-03-15T17:50:00,CASH,REF3A944819,Invoice
5E2B2944,Mahesh Roy,SBI-XXXX-1153,SBI,Dinesh Mishra,ICICI-XXXX-2392,HDFC,77996,2025-03-17T20:36:00,NEFT,REF12502563,Rent
79F5AC6E,Vijay Iyer,HDFC-XXXX-3679,AXIS,Mahesh Ghosh,SBI-XXXX-8617,SBI,186554,2025-01-27T18:55:00,NEFT,REFCDF877A2,Personal
CB0EACC9,Rekha Singh,BOI-XXXX-5546,HDFC,Mahesh Roy,PNB-XXXX-1273,ICICI,443972,2025-02-24T19:10:00,IMPS,REF7B90F9DB,Invoice
4CB2C00E,Lata Tiwari,AXIS-XXXX-9225,ICICI,Sanjay Das,PNB-XXXX-6489,BOI,196292,2025-01-29T20:11:00,NEFT,REFF5DB1532,
7BC780AD,Rekha Singh,AXIS-XXXX-3945,ICICI,Sanjay Tiwari,ICICI-XXXX-5252,AXIS,71701,2025-02-13T18:11:00,IMPS,REF6BF934F0,
FF7C4AF5,Meena Nair,SBI-XXXX-3427,ICICI,Suresh Nair,SBI-XXXX-5079,HDFC,285281,2025-01-29T08:41:00,RTGS,REF404A127B,
77C98EE8,Anil Menon,SBI-XXXX-3908,ICICI,Anita Patel,PNB-XXXX-1159,BOI,189624,2025-03-16T17:00:00,NEFT,REF280C3C7B,Rent
400E4FCD,Shobha Singh,BOI-XXXX-6249,AXIS,Lata Kumar,AXIS-XXXX-1381,ICICI,234122,2025-02-07T14:01:00,IMPS,REF0C06DE19,Invoice
4A44BF33,Shobha Sharma,HDFC-XXXX-4335,ICICI,Mahesh Nair,PNB-XXXX-5718,SBI,54410,2025-02-07T16:58:00,CASH,REF80FE0ECA,
DEDDFA66,Mahesh Menon,SBI-XXXX-6333,AXIS,Meena Roy,AXIS-XXXX-7556,BOI,421263,2025-01-25T13:27:00,NEFT,REF41E6A148,Personal
8F36A13F,Shobha Roy,HDFC-XXXX-4916,AXIS,Priya Tiwari,ICICI-XXXX-7158,HDFC,214879,2025-02-07T08:23:00,NEFT,REF599CF830,Personal
BCC9247F,Anil Iyer,AXIS-XXXX-1453,BOI,Rajesh Tiwari,AXIS-XXXX-2448,HDFC,327546,2025-02-22T20:15:00,IMPS,REFCB96D11F,
3564CD71,Anita Sharma,HDFC-XXXX-1296,ICICI,Meena Singh,BOI-XXXX-5715,BOI,438573,2025-03-14T17:26:00,CASH,REFA355555A,
6514F613,Suresh Singh,AXIS-XXXX-5991,SBI,Usha Das,ICICI-XXXX-9824,HDFC,106499,2025-01-28T20:14:00,IMPS,REFBA1ED11C,Invoice
1319BBA1,Shobha Patel,AXIS-XXXX-7223,SBI,Mahesh Singh,ICICI-XXXX-4683,ICICI,113228,2025-02-12T10:17:00,IMPS,REF91720E54,Personal
054ACAE4,Mahesh Kumar,HDFC-XXXX-5925,SBI,Dinesh Tiwari,ICICI-XXXX-9750,AXIS,78324,2025-03-29T15:44:00,RTGS,REF9504D31D,
775BE85E,Lata Joshi,AXIS-XXXX-6409,BOI,Sanjay Pandey,BOI-XXXX-5542,BOI,355484,2025-03-16T11:10:00,NEFT,REF84B88B0A,Rent
947A9586,R. Jain,SBI-XXXX-4004,SBI,Sigma Hold.,YES-XXXX-5002,YES,543281,2025-03-20T09:46:00,NEFT,YESD785A384,Service payment
CE058B09,Rekha Menon,SBI-XXXX-2165,HDFC,Priya Tiwari,AXIS-XXXX-5226,AXIS,139231,2025-03-12T18:59:00,IMPS,REF4472A21A,Personal
542BC89D,Usha Sharma,BOI-XXXX-5264,BOI,Mahesh Das,PNB-XXXX-3018,AXIS,81675,2025-01-17T10:09:00,CASH,REFDC4C9413,Rent
B8DF133B,Lata Tiwari,ICICI-XXXX-6488,AXIS,Mahesh Menon,AXIS-XXXX-5817,BOI,21335,2025-02-04T13:02:00,RTGS,REFD59EC664,Rent
0B0A917E,Shobha Patel,ICICI-XXXX-1716,ICICI,Rekha Roy,PNB-XXXX-5001,ICICI,73008,2025-04-02T14:30:00,CASH,REFC8A9CAE4,Personal
2371190D,Vijay Menon,AXIS-XXXX-3531,HDFC,Rajesh Ghosh,PNB-XXXX-5382,BOI,69527,2025-01-17T08:06:00,IMPS,REF97266FE9,Invoice
EE5FE827,Vijay Kumar,AXIS-XXXX-5703,HDFC,Vijay Patel,BOI-XXXX-6169,AXIS,123468,2025-02-08T12:56:00,IMPS,REFDEA03B60,Rent
E3C6C6BC,Usha Patel,PNB-XXXX-9138,ICICI,Suresh Sharma,PNB-XXXX-2453,BOI,454397,2025-02-11T08:27:00,NEFT,REF9CF26F02,EMI
FC735FF6,Usha Iyer,AXIS-XXXX-2789,HDFC,Anita Nair,SBI-XXXX-7188,SBI,150103,2025-01-23T13:01:00,IMPS,REFF14C6E99,Rent
0FCD3BC8,Mahesh Mishra,SBI-XXXX-8507,AXIS,Sanjay Sharma,ICICI-XXXX-6610,ICICI,366336,2025-03-12T13:50:00,NEFT,REF0F656117,Invoice
A26CC485,Rohit J.,SBI-XXXX-4004,SBI,Sigma Hold.,YES-XXXX-5002,YES,398357,2025-03-29T18:08:00,IMPS,YES870D9593,Service payment
4B676FAD,Rekha Kumar,AXIS-XXXX-5466,ICICI,Anita Kumar,PNB-XXXX-7267,AXIS,106676,2025-02-21T11:25:00,IMPS,REF34623D4D,
A7BFE0F3,Anil Nair,ICICI-XXXX-8504,BOI,Meena Pandey,PNB-XXXX-9577,BOI,245343,2025-01-20T09:20:00,RTGS,REF690A0E21,Personal
65435D75,Meena Nair,HDFC-XXXX-7577,SBI,Priya Mishra,BOI-XXXX-3487,HDFC,237459,2025-02-02T18:17:00,RTGS,REF9C0EFEC6,Personal
F4EBEFB0,Rohit J.,SBI-XXXX-4004,SBI,Sigma Hold.,YES-XXXX-5002,YES,766564,2025-02-04T08:01:00,IMPS,YES883A6BE1,Service payment
9A216864,Anil Menon,PNB-XXXX-7542,HDFC,Anil Kumar,SBI-XXXX-5105,SBI,376772,2025-02-01T13:42:00,CASH,REF6F63BB88,EMI
0587C0A2,Vijay Patel,PNB-XXXX-4236,HDFC,Anil Patel,BOI-XXXX-5079,ICICI,154607,2025-03-29T15:40:00,IMPS,REFEDE497B6,Invoice
3B5F9350,Rekha Tiwari,AXIS-XXXX-9222,AXIS,Suresh Singh,SBI-XXXX-1346,HDFC,86548,2025-02-28T16:00:00,CASH,REF62CC6B1B,Rent
6F68D8AD,Sanjay Joshi,PNB-XXXX-4644,BOI,Usha Iyer,BOI-XXXX-6269,HDFC,236924,2025-04-05T08:04:00,NEFT,REF31401C8C,Personal
0DFA5FD0,Usha Pandey,HDFC-XXXX-5828,AXIS,Suresh Pandey,BOI-XXXX-7898,HDFC,115487,2025-02-12T08:47:00,IMPS,REFCE2F5599,Personal
8A70C68C,Shobha Kumar,SBI-XXXX-3843,AXIS,Dinesh Mishra,PNB-XXXX-9011,AXIS,287135,2025-01-25T20:56:00,CASH,REF0D6F1C0F,Personal
B681BFD9,Priya Iyer,HDFC-XXXX-4129,AXIS,Rekha Patel,PNB-XXXX-1174,HDFC,236777,2025-03-02T16:12:00,NEFT,REF633CE494,
E1BFB579,Shobha Kumar,HDFC-XXXX-3328,BOI,Anil Kumar,ICICI-XXXX-5644,HDFC,100985,2025-03-18T08:07:00,IMPS,REF0F7353E7,Invoice
0992EF54,Rajesh Kumar,SBI-XXXX-4214,BOI,Lata Pandey,AXIS-XXXX-1296,BOI,257797,2025-01-21T14:49:00,NEFT,REF0DF35681,Rent
