txn_id,sender_name,sender_account,sender_bank,receiver_name,receiver_account,receiver_bank,amount_inr,timestamp,txn_type,reference_no,remarks
5330D71F,Rajesh Singh,PNB-XXXX-4343,AXIS,Rekha Mishra,SBI-XXXX-1779,HDFC,76141,2025-05-03T12:16:00,IMPS,REF34EFBA1C,
4EEE8650,Vijay Iyer,ICICI-XXXX-1070,BOI,Meena Kumar,HDFC-XXXX-8360,HDFC,109065,2025-04-15T14:03:00,NEFT,REFBA300177,EMI
3D80B05F,Shobha Nair,PNB-XXXX-5912,AXIS,Rajesh Kumar,ICICI-XXXX-6369,HDFC,29399,2025-04-23T22:33:00,IMPS,REF68F03D91,
9732A5AF,Anil Das,BOI-XXXX-1646,BOI,Lata Ghosh,PNB-XXXX-5399,HDFC,117711,2025-05-19T12:50:00,IMPS,REF47E65AFB,Personal
B8D2B4B7,Priya Singh,HDFC-XXXX-8761,AXIS,Rajesh Patel,ICICI-XXXX-1575,BOI,50900,2025-05-11T09:05:00,IMPS,REF2E4961F3,Invoice
474E9186,Mahesh Nair,BOI-XXXX-7324,BOI,Lata Roy,AXIS-XXXX-9645,BOI,45633,2025-04-18T12:20:00,NEFT,REF8DBAEF25,
B6605F03,Sanjay Ghosh,PNB-XXXX-9592,SBI,Rajesh Patel,HDFC-XXXX-1435,SBI,32982,2025-05-06T20:26:00,NEFT,REFD99E18AC,
8CF38641,Shobha Kumar,ICICI-XXXX-6075,BOI,Sanjay Mishra,AXIS-XXXX-4548,BOI,112638,2025-04-21T08:43:00,IMPS,REF07D8FA0B,
E9DA1DFD,Anita Sharma,PNB-XXXX-6712,BOI,Priya Roy,AXIS-XXXX-5019,HDFC,97597,2025-04-30T20:39:00,NEFT,REF2B68B0B3,Personal
1F09B6E9,Suresh Menon,ICICI-XXXX-7061,SBI,Dinesh Mishra,SBI-XXXX-6440,BOI,85307,2025-05-17T09:52:00,RTGS,REFCD658FD3,Invoice
C0C27D6F,Anita Nair,PNB-XXXX-2198,ICICI,Rajesh Das,AXIS-XXXX-3903,BOI,56353,2025-05-13T18:26:00,CASH,REF9BE5E0F2,Invoice
5121DCBE,Suresh Roy,SBI-XXXX-9371,AXIS,Anil Joshi,BOI-XXXX-4950,SBI,107890,2025-04-18T16:55:00,IMPS,REFFB8B79D4,Rent
D8577509,Anita Tiwari,ICICI-XXXX-3932,SBI,Sanjay Das,ICICI-XXXX-2989,BOI,145140,2025-05-14T16:07:00,NEFT,REF65AA6C38,
AA8F2522,Usha Joshi,HDFC-XXXX-7037,ICICI,Dinesh Patel,ICICI-XXXX-3095,SBI,65964,2025-05-17T13:56:00,RTGS,REF7A2DB368,EMI
24ACCC67,Suresh Menon,HDFC-XXXX-7268,ICICI,Anil Patel,BOI-XXXX-1777,ICICI,92554,2025-04-18T15:52:00,NEFT,REF00EDFB87,EMI
0F2C1B52,Meena Iyer,BOI-XXXX-8695,SBI,Mahesh Roy,HDFC-XXXX-2059,AXIS,10735,2025-05-09T17:22:00,RTGS,REFD4DCDBA9,Rent
9D294A68,A. Tiwari,BOI-XXXX-6004,PNB,Shobha Kumar,AXIS-XXXX-6633,HDFC,7785,2025-05-08T10:11:00,NEFT,REFD4B6EC48,Recharge
F5B38588,Meena Mishra,SBI-XXXX-5237,SBI,Sanjay Roy,AXIS-XXXX-2843,ICICI,116974,2025-04-17T15:57:00,IMPS,REF4457847F,Invoice
D748602E,Priya Singh,BOI-XXXX-6508,SBI,Mahesh Ghosh,AXIS-XXXX-3900,AXIS,124242,2025-04-21T11:27:00,IMPS,REFC3E071F0,EMI
124EA8AE,Meena Kumar,ICICI-XXXX-6569,AXIS,Rajesh Ghosh,HDFC-XXXX-7974,BOI,52749,2025-04-21T12:19:00,RTGS,REF4F9204B4,
9136BE32,Usha Ghosh,SBI-XXXX-2342,BOI,Meena Roy,AXIS-XXXX-9827,SBI,77116,2025-05-06T17:00:00,NEFT,REF16C2127B,
8EEB6C30,Shobha Pandey,AXIS-XXXX-9922,HDFC,Rekha Joshi,ICICI-XXXX-9859,HDFC,89072,2025-05-07T14:11:00,IMPS,REFEBC590B1,Rent
6ACCD9C5,Suresh Sharma,AXIS-XXXX-3581,HDFC,Rajesh Pandey,HDFC-XXXX-4193,ICICI,124935,2025-05-03T10:16:00,NEFT,REF62A3C68B,Invoice
0F00623C,Usha Tiwari,PNB-XXXX-1497,SBI,Rekha Patel,PNB-XXXX-2328,SBI,54917,2025-05-15T20:06:00,NEFT,REF1794479F,
AB80D66B,Lata Ghosh,BOI-XXXX-3662,ICICI,Rekha Sharma,BOI-XXXX-5470,AXIS,7367,2025-05-13T19:19:00,IMPS,REF7270F766,
4A6BDA4B,A. Tiwari,BOI-XXXX-6003,PNB,Priya Joshi,ICICI-XXXX-7146,HDFC,17019,2025-05-17T15:26:00,UPI,REF9AE85F41,Recharge
AA8547AA,Usha Patel,PNB-XXXX-1449,ICICI,Anita Pandey,BOI-XXXX-2371,HDFC,101829,2025-05-17T17:32:00,IMPS,REF7670364E,Rent
DA653932,Sanjay Sharma,SBI-XXXX-1106,BOI,Anil Roy,AXIS-XXXX-7378,SBI,19457,2025-04-22T21:48:00,NEFT,REFD88FCC81,
99A7DD5E,Vijay Mishra,ICICI-XXXX-9552,ICICI,Priya Singh,ICICI-XXXX-9462,ICICI,110831,2025-04-16T09:36:00,NEFT,REFAD9AA1DB,Invoice
20DD5A27,Priya Menon,HDFC-XXXX-8218,SBI,Usha Roy,HDFC-XXXX-4270,SBI,13605,2025-05-14T09:51:00,NEFT,REF3F79481F,
E01F4FA8,Usha Menon,ICICI-XXXX-5115,HDFC,Dinesh Iyer,AXIS-XXXX-7456,HDFC,41793,2025-05-07T21:52:00,IMPS,REF9F327D7A,EMI
21A42704,Rajesh Mishra,ICICI-XXXX-4612,ICICI,Vijay Kumar,AXIS-XXXX-8219,AXIS,78793,2025-05-10T10:03:00,CASH,REF0A122ADC,Rent
FA1E5ACC,Meena Patel,SBI-XXXX-6007,SBI,Rajesh Nair,HDFC-XXXX-5144,BOI,61874,2025-04-22T12:46:00,NEFT,REFE2E0DB37,
6085D871,Rekha Mishra,ICICI-XXXX-8801,SBI,Rekha Menon,ICICI-XXXX-2191,HDFC,22640,2025-05-08T09:27:00,CASH,REF9B55F3F9,EMI
D6F84684,Anil Mishra,SBI-XXXX-6163,AXIS,Anita Patel,SBI-XXXX-9528,BOI,35538,2025-04-23T15:31:00,IMPS,REF0E9B8F10,
28A19A9D,Apex Digital Services,KOTAK-XXXX-7001,KOTAK,S. Yadav,BOI-XXXX-6004,KOTAK,4336793,2025-04-21T03:27:00,IMPS,IMPSBE6868FD,
45E92669,Meena Roy,BOI-XXXX-5712,AXIS,Sanjay Singh,AXIS-XXXX-1506,AXIS,22389,2025-05-20T09:45:00,IMPS,REFFFB6868A,Personal
08173A91,Dinesh Pandey,BOI-XXXX-6821,AXIS,Anil Mishra,AXIS-XXXX-5157,AXIS,12781,2025-04-28T09:35:00,NEFT,REFA7CB0A7B,EMI
6B1E1855,Mahesh Roy,HDFC-XXXX-5981,SBI,Meena Mishra,BOI-XXXX-2941,SBI,77727,2025-05-07T10:02:00,IMPS,REF8E46CFE0,Rent
62A7B8F7,Anita Das,BOI-XXXX-9458,AXIS,Shobha Mishra,AXIS-XXXX-3094,HDFC,25744,2025-04-26T17:38:00,RTGS,REFA83D90C1,Rent
D7534AFE,Lata Iyer,AXIS-XXXX-9715,BOI,Mahesh Das,AXIS-XXXX-1595,BOI,142158,2025-05-15T11:04:00,IMPS,REFDE7C13F1,Rent
9429CC4E,Shobha Roy,SBI-XXXX-9235,AXIS,Priya Kumar,PNB-XXXX-2938,BOI,128759,2025-04-25T14:56:00,CASH,REFE1321F99,Personal
D2DC3854,Rekha Menon,PNB-XXXX-8644,AXIS,Sanjay Ghosh,PNB-XXXX-3691,SBI,95034,2025-05-17T22:55:00,CASH,REF7E5AFDCB,Invoice
0B62224E,Dinesh Mishra,AXIS-XXXX-7049,ICICI,Rajesh Joshi,AXIS-XXXX-9502,ICICI,106260,2025-05-20T13:01:00,IMPS,REFA74D4EB2,EMI
DDBB97D7,Dinesh Das,AXIS-XXXX-3215,SBI,Dinesh Patel,BOI-XXXX-4797,HDFC,68041,2025-04-18T16:54:00,IMPS,REF2FF190E0,
5438E9C9,Priya Tiwari,ICICI-XXXX-1082,SBI,Anita Das,BOI-XXXX-9465,HDFC,47183,2025-05-01T19:28:00,IMPS,REF89576F90,Personal
000A91D4,Sanjay Y.,BOI-XXXX-6004,PNB,Rajesh Tiwari,HDFC-XXXX-2753,SBI,7438,2025-04-26T14:04:00,NEFT,REF81644D4F,Rent
28F12F7A,Anita Tiwari,BOI-XXXX-1268,SBI,Shobha Mishra,HDFC-XXXX-3677,HDFC,81722,2025-04-18T22:23:00,NEFT,REF8EAB14B6,Rent
F3DBB6C8,Shobha Roy,AXIS-XXXX-4604,AXIS,Meena Singh,PNB-XXXX-1296,SBI,145026,2025-04-22T15:33:00,RTGS,REF0F6B0890,Invoice
0530D5DF,A. Tiwari,BOI-XXXX-6003,BOI,Rekha Menon,ICICI-XXXX-7535,SBI,28701,2025-05-18T12:15:00,NEFT,REF3B2452ED,Rent
FC4DC09C,Suresh Joshi,ICICI-XXXX-3292,ICICI,Anita Iyer,SBI-XXXX-9230,ICICI,133254,2025-05-08T17:05:00,NEFT,REF28CC0621,Personal
674310CD,Suresh Mishra,PNB-XXXX-4016,HDFC,Priya Menon,AXIS-XXXX-1936,AXIS,52982,2025-05-06T11:23:00,CASH,REF44FCA47F,Personal
ABF9BC19,Shobha Sharma,BOI-XXXX-1277,BOI,Meena Pandey,PNB-XXXX-6576,HDFC,29956,2025-04-20T16:38:00,NEFT,REFC7A2205C,
D6F94435,Usha Menon,PNB-XXXX-8801,ICICI,Dinesh Menon,BOI-XXXX-6424,HDFC,38327,2025-05-05T20:40:00,IMPS,REF8F65BFA2,Invoice
074B8C9C,Usha Singh,PNB-XXXX-8738,HDFC,Sanjay Joshi,HDFC-XXXX-8590,AXIS,46170,2025-05-12T20:17:00,IMPS,REFE26006D3,
34E87489,Vijay Ghosh,SBI-XXXX-9647,AXIS,Sanjay Sharma,ICICI-XXXX-5889,HDFC,130013,2025-05-20T19:57:00,IMPS,REF2E4F0C14,Invoice
67BCC8DA,Imran K.,PNB-XXXX-6001,PNB,Priya Singh,PNB-XXXX-2241,SBI,11129,2025-05-05T12:10:00,IMPS,REF3D898657,Recharge
4CA8CCDE,Shobha Nair,AXIS-XXXX-1669,HDFC,Lata Mishra,BOI-XXXX-4574,SBI,12647,2025-05-01T11:53:00,CASH,REF14A4EAD3,
CD69A10F,Usha Singh,ICICI-XXXX-5246,ICICI,Shobha Singh,BOI-XXXX-4766,BOI,88096,2025-04-28T22:01:00,IMPS,REF25AAAF84,Rent
02241E78,Sanjay Tiwari,AXIS-XXXX-8015,AXIS,Priya Joshi,AXIS-XXXX-6089,AXIS,40215,2025-05-05T17:04:00,NEFT,REF411A9919,Personal
65B71D1F,Vijay Singh,AXIS-XXXX-4298,AXIS,Rekha Iyer,PNB-XXXX-1553,ICICI,91671,2025-04-17T08:26:00,IMPS,REF5ACD7D51,EMI
29F58AFB,Vijay Tiwari,HDFC-XXXX-4473,SBI,Vijay Singh,PNB-XXXX-3558,SBI,41921,2025-05-15T22:03:00,NEFT,REF30DAD981,Personal
E0F28C6B,S. Yadav,BOI-XXXX-6003,PNB,Suresh Iyer,ICICI-XXXX-8677,SBI,29198,2025-04-23T16:20:00,UPI,REFDCB950BF,Grocery
5CC40652,Mahesh Roy,PNB-XXXX-6867,HDFC,Lata Mishra,AXIS-XXXX-4649,ICICI,58972,2025-04-18T19:23:00,IMPS,REFFE64E406,Rent
EE0C9EF4,A. Tiwari,BOI-XXXX-6004,PNB,Anil Patel,PNB-XXXX-6782,SBI,18297,2025-05-11T15:29:00,UPI,REFD93B00A2,
DF7F480D,I. Khan,BOI-XXXX-6003,PNB,Meena Kumar,PNB-XXXX-2301,HDFC,15499,2025-05-18T12:30:00,NEFT,REFC51D4ED6,
A655FC33,Meena Mishra,ICICI-XXXX-6733,AXIS,Usha Tiwari,SBI-XXXX-1020,HDFC,95502,2025-04-23T20:44:00,IMPS,REF946A946E,Rent
518C1B67,Rekha Roy,ICICI-XXXX-8527,HDFC,Vijay Nair,BOI-XXXX-4328,SBI,92390,2025-04-29T15:32:00,IMPS,REF37A19475,Personal
0A35731E,Dinesh Tiwari,AXIS-XXXX-6931,ICICI,Rajesh Nair,BOI-XXXX-5701,ICICI,83775,2025-04-17T15:27:00,NEFT,REF15EDA259,Invoice
B9030D23,Lata Tiwari,PNB-XXXX-4072,AXIS,Dinesh Sharma,SBI-XXXX-8040,HDFC,106827,2025-04-27T21:33:00,RTGS,REF5FC1D51F,EMI
1644DAF1,Dinesh Singh,PNB-XXXX-7493,AXIS,Shobha Ghosh,ICICI-XXXX-9424,SBI,116407,2025-05-07T10:17:00,RTGS,REFFCB9A173,EMI
929AF30F,Rekha Roy,HDFC-XXXX-8161,ICICI,Suresh Singh,HDFC-XXXX-9755,HDFC,86930,2025-04-15T15:53:00,NEFT,REF13855DC7,Invoice
3B6BAE9A,Priya Roy,AXIS-XXXX-9827,BOI,Mahesh Joshi,PNB-XXXX-2212,HDFC,83443,2025-05-18T16:12:00,CASH,REF78993F81,
72B64DF1,Sanjay Ghosh,AXIS-XXXX-2552,BOI,Mahesh Kumar,HDFC-XXXX-6382,ICICI,121702,2025-05-09T08:43:00,CASH,REFA480D526,Invoice
4462AAA6,Sanjay Mishra,SBI-XXXX-1581,ICICI,Rekha Kumar,HDFC-XXXX-6763,BOI,110717,2025-04-29T18:11:00,NEFT,REF4FCDAD53,Rent
3880390C,Anil Das,AXIS-XXXX-7318,SBI,Mahesh Kumar,AXIS-XXXX-7065,BOI,48790,2025-04-15T18:57:00,IMPS,REF6B13C6EB,
85DABDA2,Usha Das,SBI-XXXX-8571,SBI,Rekha Tiwari,BOI-XXXX-9669,ICICI,73863,2025-05-06T20:06:00,RTGS,REFC99C3449,Invoice
8084B603,Meena Patel,ICICI-XXXX-6958,HDFC,Sanjay Roy,BOI-XXXX-4329,ICICI,85756,2025-05-02T14:07:00,NEFT,REF2CD33EF0,Rent
0D0C31CA,Rekha Iyer,ICICI-XXXX-2063,ICICI,Shobha Roy,PNB-XXXX-6702,ICICI,79722,2025-05-12T21:11:00,IMPS,REFD7776A8B,EMI
68226D24,Usha Sharma,SBI-XXXX-8895,AXIS,Anita Joshi,PNB-XXXX-3387,HDFC,143544,2025-05-05T17:21:00,NEFT,REF06E38FB6,EMI
661DCA92,Sanjay Ghosh,AXIS-XXXX-8628,BOI,Dinesh Ghosh,BOI-XXXX-8182,ICICI,60203,2025-05-08T18:32:00,RTGS,REF81857DD5,Invoice
F72BC463,Meena Iyer,ICICI-XXXX-3730,BOI,Anita Sharma,SBI-XXXX-1854,BOI,51122,2025-05-03T16:30:00,NEFT,REFD7EAE10C,Invoice
5D5155DA,Usha Menon,BOI-XXXX-5751,BOI,Lata Pandey,BOI-XXXX-6495,BOI,108146,2025-05-07T22:18:00,NEFT,REFBB270252,Rent
0C6EFEF9,Mahesh Mishra,ICICI-XXXX-7402,AXIS,Lata Pandey,HDFC-XXXX-3086,AXIS,138574,2025-05-11T18:55:00,CASH,REF637E7A57,Invoice
576CD9C2,Priya Mishra,AXIS-XXXX-4585,HDFC,Sanjay Iyer,ICICI-XXXX-5049,SBI,92195,2025-05-01T21:16:00,IMPS,REF9581B8D7,Rent
58E0761D,Suresh Patel,SBI-XXXX-6421,SBI,Lata Mishra,PNB-XXXX-4765,BOI,118547,2025-05-01T16:18:00,CASH,REF959CE5D1,Invoice
791B0B1A,Anita Patel,HDFC-XXXX-6604,HDFC,Dinesh Pandey,PNB-XXXX-9762,HDFC,130485,2025-05-07T08:21:00,NEFT,REF83F29795,Rent
DDAA783D,Sanjay Patel,AXIS-XXXX-7893,BOI,Lata Tiwari,AXIS-XXXX-5856,BOI,124590,2025-04-20T22:33:00,RTGS,REFA1E98DD6,Invoice
CE8A3CCC,Lata Tiwari,ICICI-XXXX-6792,HDFC,Suresh Kumar,BOI-XXXX-6189,HDFC,50047,2025-05-09T11:34:00,IMPS,REFD0BED68E,Personal
00C82081,Dinesh Kumar,BOI-XXXX-2596,ICICI,Shobha Singh,HDFC-XXXX-1499,SBI,94841,2025-04-18T15:05:00,IMPS,REFB597409B,
F3E32EE8,Vijay Roy,ICICI-XXXX-9391,BOI,Mahesh Singh,PNB-XXXX-2376,ICICI,95906,2025-05-13T18:34:00,IMPS,REFC1EC8C4B,Rent
CB3E8442,Mahesh Iyer,HDFC-XXXX-5860,HDFC,Rajesh Iyer,AXIS-XXXX-2245,ICICI,72950,2025-05-17T08:41:00,CASH,REF45DE3061,
F3AE1A5F,Rajesh Ghosh,ICICI-XXXX-9064,SBI,Mahesh Mishra,PNB-XXXX-7798,BOI,22815,2025-04-17T11:37:00,NEFT,REFEF9E59E3,Invoice
E65780F3,Shobha Singh,PNB-XXXX-3511,HDFC,Anita Iyer,PNB-XXXX-7183,SBI,14741,2025-05-16T14:53:00,NEFT,REFDDA32425,Rent
CFB19E96,Lata Roy,ICICI-XXXX-7161,AXIS,Vijay Menon,SBI-XXXX-1475,SBI,34403,2025-04-18T16:38:00,IMPS,REF042F1ED4,EMI
C00C093E,Vijay Tiwari,HDFC-XXXX-5894,BOI,Lata Nair,HDFC-XXXX-1769,ICICI,103654,2025-05-09T18:55:00,RTGS,REF9D58C565,
4AB286D5,Priya Sharma,HDFC-XXXX-1692,SBI,Anil Patel,SBI-XXXX-5705,AXIS,143646,2025-05-16T18:48:00,NEFT,REF5BAE4445,
155ED691,Rajesh Roy,AXIS-XXXX-2970,ICICI,Mahesh Roy,AXIS-XXXX-4425,SBI,94342,2025-04-30T17:07:00,NEFT,REF0DD7C9C4,EMI
C47294D5,Dinesh Nair,ICICI-XXXX-4997,SBI,Lata Ghosh,SBI-XXXX-8906,ICICI,115399,2025-05-20T18:08:00,IMPS,REF65D30EC6,EMI
979A3F35,Priya Patel,HDFC-XXXX-3644,BOI,Rajesh Joshi,SBI-XXXX-5784,ICICI,45361,2025-05-07T16:42:00,CASH,REFBAFB5D25,
3F9CF147,Rajesh Iyer,ICICI-XXXX-3667,AXIS,Sanjay Das,ICICI-XXXX-9337,ICICI,81979,2025-05-10T14:51:00,IMPS,REF4DC15E46,EMI
657E1601,Dinesh Mishra,AXIS-XXXX-5139,HDFC,Vijay Patel,HDFC-XXXX-4709,BOI,122841,2025-04-25T16:15:00,IMPS,REFA76B7D52,
6F5CC0AB,Suresh Pandey,BOI-XXXX-9583,SBI,Meena Mishra,AXIS-XXXX-6469,AXIS,135377,2025-05-01T19:18:00,IMPS,REFA6611DA6,Personal
C9C91183,Anita Singh,AXIS-XXXX-7597,SBI,Suresh Patel,SBI-XXXX-2981,BOI,13366,2025-05-13T10:46:00,RTGS,REF5003CC47,
BA9CBA3C,Suresh Iyer,HDFC-XXXX-5683,SBI,Shobha Ghosh,ICICI-XXXX-4010,BOI,21029,2025-04-26T18:36:00,CASH,REF88117166,Invoice
CD59EB1F,Usha Roy,SBI-XXXX-8291,ICICI,Mahesh Das,HDFC-XXXX-7750,AXIS,84826,2025-04-19T20:28:00,IMPS,REFD579A4D5,
7A99EE9D,Rajesh Sharma,SBI-XXXX-7759,BOI,Meena Singh,AXIS-XXXX-7531,ICICI,28587,2025-05-16T10:27:00,IMPS,REF8FB674E0,Personal
8149ED32,Meena Mishra,PNB-XXXX-5676,SBI,Meena Kumar,SBI-XXXX-1276,BOI,100207,2025-05-10T15:36:00,CASH,REF45451613,Rent
A96FA34C,Usha Roy,ICICI-XXXX-1782,HDFC,Usha Iyer,ICICI-XXXX-9360,SBI,29776,2025-05-12T12:18:00,NEFT,REF27C74833,Invoice
31553663,Rajesh Das,AXIS-XXXX-8296,AXIS,Anita Iyer,ICICI-XXXX-6705,HDFC,75548,2025-05-08T22:16:00,NEFT,REF3532D535,Invoice
FEA5E4AD,Meena Pandey,BOI-XXXX-9811,BOI,Sanjay Iyer,HDFC-XXXX-7901,ICICI,70156,2025-05-11T19:41:00,IMPS,REFE61F8AA5,Personal
8B89DCFC,Sanjay Singh,AXIS-XXXX-2443,BOI,Sanjay Mishra,BOI-XXXX-3314,AXIS,58001,2025-05-04T20:34:00,NEFT,REFF5736C4F,Invoice
990D9392,Priya Ghosh,BOI-XXXX-6261,HDFC,Sanjay Das,BOI-XXXX-9521,HDFC,35726,2025-05-03T18:15:00,IMPS,REF98AF5F22,
81EB13A2,Vijay Kumar,AXIS-XXXX-3812,HDFC,Usha Patel,ICICI-XXXX-8700,HDFC,136884,2025-04-25T22:35:00,IMPS,REF40A8936E,EMI
0F19D3B4,Shobha Mishra,SBI-XXXX-9919,SBI,Lata Sharma,HDFC-XXXX-2497,HDFC,134127,2025-04-28T10:25:00,CASH,REFEA3E3021,EMI
37BD7173,Vijay Joshi,HDFC-XXXX-2661,BOI,Usha Ghosh,PNB-XXXX-1643,BOI,134234,2025-04-21T19:39:00,NEFT,REF18E4D4BA,Invoice
71D6720C,Priya Singh,PNB-XXXX-7467,HDFC,Meena Nair,SBI-XXXX-1046,HDFC,34038,2025-04-15T14:06:00,RTGS,REFC7D6C68D,Invoice
97297D20,Mahesh Joshi,BOI-XXXX-2161,HDFC,Mahesh Patel,BOI-XXXX-3382,SBI,130223,2025-05-17T09:36:00,IMPS,REF7C3CA805,Invoice
E52EF478,Usha Ghosh,ICICI-XXXX-6162,SBI,Anil Mishra,HDFC-XXXX-3316,SBI,28608,2025-04-21T19:38:00,NEFT,REFDFCA48EF,
D958444F,Sanjay Ghosh,ICICI-XXXX-6276,SBI,Shobha Ghosh,BOI-XXXX-7355,AXIS,58862,2025-05-08T10:45:00,NEFT,REF77C892BA,
CD60453D,Priya Roy,BOI-XXXX-5754,BOI,Sanjay Das,SBI-XXXX-5661,ICICI,9696,2025-05-11T17:40:00,NEFT,REFB5650ACD,Rent
AE356668,Rajesh Mishra,BOI-XXXX-6375,BOI,Sanjay Singh,BOI-XXXX-3015,SBI,79293,2025-05-05T08:56:00,IMPS,REF2DC15817,EMI
BE446F32,Shobha Ghosh,BOI-XXXX-3868,BOI,Anita Menon,HDFC-XXXX-8862,BOI,129575,2025-04-27T08:18:00,IMPS,REFAC3BBF33,Rent
50A89983,Anil Patel,HDFC-XXXX-9444,BOI,Lata Nair,BOI-XXXX-2866,BOI,121934,2025-04-15T09:45:00,RTGS,REF022657BD,Invoice
E7B86F19,Rekha Patel,ICICI-XXXX-7144,BOI,Rajesh Joshi,AXIS-XXXX-6306,AXIS,51661,2025-05-05T17:53:00,NEFT,REF8AD39447,EMI
71CCB573,Sanjay Ghosh,HDFC-XXXX-5238,BOI,Dinesh Roy,BOI-XXXX-1685,BOI,146830,2025-04-15T21:25:00,NEFT,REF8E3A718C,
141979A2,Priya Das,ICICI-XXXX-4354,ICICI,Dinesh Pandey,PNB-XXXX-5908,AXIS,74625,2025-04-17T13:07:00,NEFT,REFFFFD369D,Invoice
6979F077,Anita Kumar,BOI-XXXX-2349,SBI,Lata Kumar,HDFC-XXXX-3784,AXIS,133544,2025-04-21T12:37:00,RTGS,REF767AD4B6,
E60E6D39,Vijay Tiwari,SBI-XXXX-6836,SBI,Rekha Patel,AXIS-XXXX-4101,BOI,70608,2025-04-16T22:58:00,IMPS,REF34099D5A,Personal
5A960653,Mahesh Sharma,PNB-XXXX-6097,SBI,Mahesh Roy,BOI-XXXX-7230,ICICI,62829,2025-04-27T16:21:00,IMPS,REFDE387506,Invoice
AF9093B5,Rekha Sharma,PNB-XXXX-8676,BOI,Shobha Mishra,SBI-XXXX-4510,AXIS,90688,2025-04-23T17:35:00,IMPS,REF4D8CBD7C,Invoice
D2C665C9,Suresh Singh,ICICI-XXXX-2304,AXIS,Vijay Iyer,BOI-XXXX-2713,HDFC,90576,2025-04-26T22:25:00,CASH,REF40BDB721,Rent
33AEEA39,Shobha Sharma,PNB-XXXX-5098,SBI,Anil Das,BOI-XXXX-2774,HDFC,126426,2025-05-16T18:32:00,IMPS,REF11EDCE36,Invoice
3C224021,I. Khan,BOI-XXXX-6004,BOI,Suresh Menon,ICICI-XXXX-4146,ICICI,14183,2025-05-18T09:31:00,IMPS,REF59317A33,Rent
88945E58,Dinesh Kumar,AXIS-XXXX-6067,ICICI,Sanjay Patel,PNB-XXXX-1015,SBI,106781,2025-04-26T17:59:00,IMPS,REF1158E271,Rent
D83FEB0A,Priya Iyer,SBI-XXXX-4501,AXIS,Rekha Roy,ICICI-XXXX-3194,SBI,24988,2025-05-04T17:04:00,NEFT,REF0956A836,
27DE0045,Lata Menon,SBI-XXXX-8881,HDFC,Suresh Singh,PNB-XXXX-6019,AXIS,70842,2025-05-02T17:12:00,CASH,REF1815E818,Rent
65AB1B9C,Rajesh Pandey,AXIS-XXXX-2110,ICICI,Rekha Sharma,ICICI-XXXX-9302,HDFC,7898,2025-04-21T10:47:00,CASH,REF0FC8E9E6,
A425F07F,Mahesh Sharma,AXIS-XXXX-1338,SBI,Suresh Mishra,PNB-XXXX-5230,HDFC,81629,2025-05-01T14:10:00,NEFT,REFD8042789,Invoice
