call_id,caller_msisdn,callee_msisdn,start_timestamp,duration_sec,call_type,caller_tower_id,caller_tower_lat,caller_tower_lon,callee_tower_id,callee_tower_lat,callee_tower_lon
DA46B17B,+91-75300-63845,+91-77540-69231,2025-01-08T16:04:00,534,VOICE,BOM-808,19.054005,72.900093,BOM-808,19.054253,72.900809
34F602FD,+91-88200-84873,+91-93400-26493,2025-01-29T23:08:00,476,VOICE,BOM-212,19.041643,72.863917,BOM-621,19.136387,72.829205
1DDD9E38,+91-70420-81939,+91-88200-94498,2025-03-12T09:18:00,528,VOICE,BOM-212,19.041097,72.863781,BOM-702,19.075757,72.877871
C1A732C1,+91-75300-86618,+91-70420-51281,2025-01-16T11:58:00,970,VOICE,BOM-901,19.02927,72.854859,BOM-447,19.044383,72.855589
514C32B6,+91-93400-50017,+91-89120-31940,2025-03-03T19:26:00,1177,VOICE,BOM-103,18.963566,72.834136,BOM-447,19.044855,72.856104
576D956A,+91-70420-57784,+91-93400-61364,2025-02-13T22:09:00,38,SMS,BOM-519,19.06667,72.878846,BOM-447,19.044669,72.856041
CADF97F4,+91-77540-11285,+91-87890-31852,2025-02-16T18:19:00,1099,VOICE,BOM-447,19.044224,72.856274,BOM-808,19.05476,72.900303
0FEA5F90,+91-70420-25930,+91-80720-85454,2025-01-31T09:00:00,1771,VOICE,BOM-103,18.962926,72.834274,BOM-901,19.029407,72.855446
3626452C,+91-70420-48701,+91-88200-99619,2025-01-21T11:01:00,477,VOICE,BOM-244,19.099405,72.849178,BOM-901,19.029577,72.855073
92461398,+91-80720-26357,+91-91761-48672,2025-02-21T10:44:00,28,SMS,BOM-901,19.029637,72.854816,BOM-621,19.135595,72.829988
CB37986F,+91-77540-47634,+91-80720-57147,2025-03-05T22:05:00,1534,VOICE,BOM-244,19.099491,72.849026,BOM-318,19.1199,72.846946
E367B4E0,+91-87890-62915,+91-70420-18253,2025-03-14T10:15:00,531,VOICE,BOM-519,19.066558,72.878568,BOM-103,18.963656,72.834274
0D6CCE23,+91-63990-50233,+91-87890-13930,2025-02-02T21:41:00,1584,VOICE,BOM-318,19.119962,72.846899,BOM-808,19.054406,72.900442
D4AF9BCB,+91-80720-40087,+91-87890-45792,2025-01-07T14:44:00,1794,VOICE,BOM-212,19.041444,72.863744,BOM-212,19.041295,72.863941
214DFD48,+91-91761-10350,+91-89120-44816,2025-01-07T22:25:00,626,VOICE,BOM-212,19.041246,72.86356,BOM-901,19.029567,72.855794
E81A4692,+91-88200-19832,+91-91761-76847,2025-01-04T20:05:00,1000,VOICE,BOM-621,19.136496,72.829493,BOM-808,19.054604,72.900498
93A60D27,+91-80720-42229,+91-63990-54351,2025-01-25T11:37:00,903,VOICE,BOM-103,18.963067,72.83459,BOM-244,19.099498,72.848944
EFC97ECA,+91-91761-33295,+91-63990-89668,2025-01-25T09:09:00,888,VOICE,BOM-519,19.066255,72.878545,BOM-808,19.0541,72.900527
7D310E99,+91-93400-91676,+91-77540-65355,2025-01-23T11:04:00,127,VOICE,BOM-702,19.075467,72.878076,BOM-103,18.963189,72.833732
5AA35F28,+91-91761-39387,+91-80720-28119,2025-02-20T17:12:00,954,VOICE,BOM-519,19.066114,72.878571,BOM-702,19.076209,72.877485
993D7C86,+91-63990-52534,+91-70420-31936,2025-02-05T10:25:00,33,VOICE,BOM-447,19.044481,72.855991,BOM-244,19.098655,72.849271
EEF1C264,+91-89120-76741,+91-93400-37692,2025-01-04T19:30:00,47,SMS,BOM-519,19.065822,72.878305,BOM-212,19.041448,72.863336
71FE2163,+91-70420-32577,+91-70420-50283,2025-01-13T21:39:00,1725,VOICE,BOM-244,19.098564,72.849317,BOM-212,19.041397,72.863999
B1992098,+91-87890-36516,+91-70420-41573,2025-01-10T09:45:00,1752,VOICE,BOM-103,18.9633,72.833728,BOM-621,19.13587,72.829567
FC929967,+91-87890-34780,+91-80720-12888,2025-01-30T23:41:00,858,VOICE,BOM-244,19.098843,72.849146,BOM-702,19.075886,72.877866
62722CCC,+91-98400-77777,+91-88200-94694,2025-03-06T13:48:00,80,VOICE,BOM-519,19.065876,72.878023,BOM-519,19.066674,72.878384
684282E9,+91-88200-14062,+91-63990-95673,2025-01-22T20:10:00,222,VOICE,BOM-702,19.075606,72.87739,BOM-103,18.963522,72.83443
9D5B8BE5,+91-63990-49381,+91-80720-10564,2025-02-19T07:14:00,888,VOICE,BOM-901,19.029451,72.85574,BOM-103,18.962845,72.834189
7BAB1F26,+91-80720-72589,+91-63990-84890,2025-02-19T07:57:00,23,SMS,BOM-702,19.076244,72.877557,BOM-621,19.136228,72.829791
D60CCE33,+91-75300-38004,+91-80720-27565,2025-01-02T16:00:00,599,VOICE,BOM-519,19.066241,72.878551,BOM-808,19.054095,72.900194
342998FC,+91-98400-33333,+91-98400-11111,2025-01-20T22:14:00,1576,VOICE,BOM-447,19.04425,72.855856,BOM-621,19.136074,72.829907
A45CBC89,+91-98400-22222,+91-98400-11111,2025-01-07T16:24:00,1681,VOICE,BOM-212,19.041148,72.864065,BOM-702,19.076334,72.877921
2CE2A0AD,+91-63990-86955,+91-89120-56013,2025-03-04T07:24:00,1013,VOICE,BOM-212,19.041375,72.863744,BOM-212,19.041145,72.864031
E28822A4,+91-93400-94764,+91-93400-32061,2025-02-24T07:47:00,1494,VOICE,BOM-103,18.963177,72.834323,BOM-621,19.135666,72.82952
07C504EC,+91-89120-88644,+91-89120-47345,2025-01-04T16:13:00,1546,VOICE,BOM-808,19.054296,72.900055,BOM-519,19.066295,72.878013
8EDC936F,+91-88200-93634,+91-89120-19307,2025-03-09T07:23:00,285,VOICE,BOM-808,19.054861,72.900568,BOM-702,19.075946,72.877373
CFDA5CBC,+91-91761-49489,+91-87890-20534,2025-01-24T14:54:00,909,VOICE,BOM-212,19.041624,72.863354,BOM-103,18.963646,72.834074
932ED31A,+91-87890-87679,+91-91761-32306,2025-01-11T10:41:00,1347,VOICE,BOM-621,19.13566,72.829683,BOM-244,19.09877,72.848613
E71F6E96,+91-88200-17056,+91-87890-19070,2025-03-03T09:00:00,1429,VOICE,BOM-103,18.963702,72.833792,BOM-212,19.041788,72.863993
6E085063,+91-80720-67259,+91-91761-74232,2025-02-25T13:40:00,25,SMS,BOM-212,19.041057,72.863931,BOM-702,19.075753,72.877291
59915D31,+91-77540-54749,+91-88200-96472,2025-03-06T18:50:00,767,VOICE,BOM-519,19.065942,72.878205,BOM-702,19.076176,72.877581
630CE6EB,+91-63990-96514,+91-89120-58246,2025-03-01T16:22:00,26,SMS,BOM-244,19.098843,72.84907,BOM-702,19.075425,72.877543
D95A841E,+91-88200-28228,+91-93400-82800,2025-02-19T18:53:00,14,SMS,BOM-621,19.136497,72.82977,BOM-318,19.119212,72.846948
28697E5D,+91-87890-21130,+91-80720-19684,2025-03-06T20:01:00,1535,VOICE,BOM-103,18.963405,72.833852,BOM-244,19.099293,72.848694
9EDAF1E4,+91-88200-28706,+91-89120-64002,2025-02-24T16:04:00,41,SMS,BOM-244,19.098896,72.848522,BOM-447,19.044453,72.855895
29662DBD,+91-91761-91143,+91-93400-95434,2025-03-10T22:40:00,50,SMS,BOM-808,19.05491,72.900302,BOM-103,18.963501,72.834596
1B4F62B7,+91-98400-33333,+91-98400-44444,2025-02-07T16:01:00,1256,VOICE,BOM-212,19.041174,72.863766,BOM-901,19.029933,72.855703
BCBB745D,+91-77540-94365,+91-80720-46231,2025-01-30T10:07:00,752,VOICE,BOM-447,19.044446,72.855634,BOM-702,19.07565,72.877945
01F375A7,+91-77540-46842,+91-89120-80617,2025-01-22T17:45:00,607,VOICE,BOM-244,19.098767,72.849358,BOM-212,19.041036,72.86395
DC5C979E,+91-75300-65987,+91-70420-74796,2025-03-12T14:11:00,23,SMS,BOM-103,18.963358,72.834033,BOM-808,19.054354,72.900779
465E7BFD,+91-63990-15977,+91-77540-90160,2025-02-06T09:04:00,1298,VOICE,BOM-244,19.09941,72.849455,BOM-702,19.076281,72.877817
874F1356,+91-77540-35032,+91-63990-59047,2025-01-23T07:12:00,28,SMS,BOM-103,18.962995,72.834286,BOM-702,19.075494,72.877569
17D87AF3,+91-63990-61808,+91-70420-38359,2025-01-19T13:20:00,163,VOICE,BOM-103,18.963596,72.833875,BOM-702,19.075745,72.877819
76E502A3,+91-77540-77021,+91-93400-31152,2025-02-28T18:46:00,373,VOICE,BOM-901,19.030037,72.855721,BOM-702,19.075533,72.877265
AD4F8EEB,+91-93400-42191,+91-93400-31260,2025-02-07T14:25:00,1227,VOICE,BOM-808,19.054132,72.900812,BOM-447,19.044247,72.856047
C983B35A,+91-91761-82128,+91-89120-98601,2025-03-10T07:29:00,1204,VOICE,BOM-244,19.098742,72.848818,BOM-103,18.962906,72.834023
F6DB4658,+91-91761-66102,+91-88200-65082,2025-01-18T18:36:00,1739,VOICE,BOM-808,19.05483,72.900014,BOM-447,19.044145,72.855705
D185C748,+91-75300-17563,+91-63990-65579,2025-02-01T14:30:00,1680,VOICE,BOM-702,19.076031,72.877876,BOM-318,19.119461,72.846755
A99C8435,+91-70420-43359,+91-70420-16106,2025-01-31T23:00:00,594,VOICE,BOM-244,19.099142,72.848679,BOM-519,19.065968,72.87828
2DF37C59,+91-93400-77880,+91-75300-60868,2025-03-02T21:56:00,96,VOICE,BOM-702,19.075503,72.878168,BOM-621,19.136335,72.829363
5D622890,+91-87890-57054,+91-87890-32454,2025-01-21T18:37:00,704,VOICE,BOM-212,19.041096,72.864046,BOM-519,19.066508,72.878642
85E980EB,+91-91761-31436,+91-70420-57279,2025-02-07T11:09:00,784,VOICE,BOM-318,19.119577,72.846621,BOM-621,19.136091,72.829746
4207040F,+91-87890-91512,+91-77540-83400,2025-02-03T17:38:00,1750,VOICE,BOM-318,19.119589,72.847162,BOM-318,19.1192,72.846524
DBDD632C,+91-80720-27248,+91-75300-40483,2025-03-07T08:31:00,1215,VOICE,BOM-212,19.041744,72.864022,BOM-702,19.076303,72.877549
C6983590,+91-75300-28132,+91-89120-56418,2025-01-25T21:47:00,55,SMS,BOM-621,19.136378,72.829969,BOM-519,19.066276,72.878366
984B5BB8,+91-89120-47521,+91-87890-69615,2025-01-29T18:42:00,583,VOICE,BOM-212,19.041894,72.864039,BOM-621,19.136197,72.829721
947408E3,+91-87890-57021,+91-77540-76518,2025-01-01T22:07:00,9,SMS,BOM-621,19.136327,72.829231,BOM-244,19.099492,72.84872
B68649AB,+91-75300-68207,+91-70420-45808,2025-02-27T11:45:00,55,SMS,BOM-621,19.136353,72.829739,BOM-808,19.054076,72.90073
5AD4F334,+91-75300-13734,+91-88200-12993,2025-01-19T19:16:00,900,VOICE,BOM-318,19.12,72.846723,BOM-808,19.05444,72.900717
12AA1911,+91-77540-68316,+91-91761-85637,2025-03-04T17:33:00,1256,VOICE,BOM-103,18.963311,72.834388,BOM-447,19.044137,72.855488
5FB34AA9,+91-75300-95028,+91-75300-64464,2025-01-01T17:55:00,10,SMS,BOM-318,19.120043,72.846895,BOM-103,18.963566,72.834293
4268CDD2,+91-70420-31499,+91-63990-28289,2025-02-28T08:25:00,23,SMS,BOM-103,18.963402,72.833761,BOM-103,18.962979,72.834235
932F68E8,+91-87890-20935,+91-77540-86601,2025-03-06T17:27:00,49,SMS,BOM-621,19.135704,72.829194,BOM-808,19.054329,72.900841
4DA1B1DB,+91-70420-12401,+91-75300-20585,2025-01-05T23:07:00,1425,VOICE,BOM-103,18.963569,72.83441,BOM-318,19.119629,72.846473
CECA8448,+91-89120-38247,+91-87890-99760,2025-02-04T11:04:00,1193,VOICE,BOM-212,19.041201,72.864069,BOM-702,19.076301,72.877386
944A72CF,+91-80720-19225,+91-88200-20303,2025-02-24T08:14:00,18,SMS,BOM-808,19.054314,72.900411,BOM-318,19.1193,72.846879
A41BE306,+91-89120-42377,+91-80720-52909,2025-01-26T23:47:00,1580,VOICE,BOM-244,19.098585,72.849491,BOM-808,19.05401,72.900004
B6983398,+91-98400-55555,+91-98400-44444,2025-02-07T08:14:00,9,SMS,BOM-212,19.041607,72.863903,BOM-519,19.066724,72.878688
59B1DC81,+91-98400-11111,+91-98400-22222,2025-01-23T20:56:00,55,SMS,BOM-447,19.044834,72.855336,BOM-901,19.029286,72.855549
A94C968B,+91-88200-76036,+91-77540-43925,2025-02-08T14:18:00,1145,VOICE,BOM-212,19.041071,72.863246,BOM-519,19.066092,72.87854
E78FCBEF,+91-70420-49650,+91-77540-73321,2025-03-05T08:27:00,45,SMS,BOM-808,19.05483,72.900198,BOM-519,19.066681,72.878658
1438D31C,+91-80720-90134,+91-63990-67750,2025-03-09T20:15:00,1671,VOICE,BOM-447,19.044466,72.855507,BOM-103,18.963618,72.833761
851E8044,+91-98400-77777,+91-88200-19413,2025-01-20T19:12:00,643,VOICE,BOM-447,19.044592,72.855484,BOM-244,19.098712,72.849029
35926579,+91-70420-39841,+91-70420-30458,2025-03-09T21:20:00,22,SMS,BOM-447,19.044258,72.855924,BOM-318,19.119438,72.847136
DFC6B882,+91-87890-69355,+91-91761-28111,2025-02-22T23:19:00,1472,VOICE,BOM-103,18.963433,72.833901,BOM-244,19.099214,72.849187
E0FE570E,+91-89120-30457,+91-63990-92681,2025-02-08T08:28:00,431,VOICE,BOM-447,19.044413,72.855839,BOM-103,18.963441,72.834566
766F0F4F,+91-80720-74440,+91-80720-35226,2025-01-07T11:13:00,202,VOICE,BOM-318,19.119793,72.847131,BOM-519,19.066036,72.877978
3E97B8B3,+91-93400-88551,+91-93400-42838,2025-01-17T22:44:00,1498,VOICE,BOM-103,18.963786,72.834098,BOM-244,19.099465,72.848862
CFC306AE,+91-88200-77576,+91-93400-28565,2025-01-27T18:59:00,800,VOICE,BOM-447,19.044824,72.855879,BOM-621,19.135587,72.829737
73A3D8BD,+91-93400-38108,+91-63990-47219,2025-03-02T21:00:00,208,VOICE,BOM-519,19.066517,72.878505,BOM-244,19.099413,72.849442
95D81BEF,+91-89120-86354,+91-77540-87244,2025-02-25T12:59:00,1164,VOICE,BOM-808,19.054597,72.900874,BOM-519,19.066114,72.877925
33D10754,+91-70420-76993,+91-75300-28446,2025-01-03T19:50:00,433,VOICE,BOM-621,19.136385,72.829176,BOM-103,18.963399,72.834226
6D70DCCE,+91-87890-24486,+91-93400-25985,2025-01-31T17:23:00,1541,VOICE,BOM-901,19.029671,72.854933,BOM-901,19.02986,72.855799
E8E15049,+91-98400-11111,+91-98400-33333,2025-02-25T23:58:00,352,VOICE,BOM-447,19.044731,72.855818,BOM-318,19.119523,72.847009
C71F42A7,+91-77540-19172,+91-88200-17530,2025-02-17T23:00:00,684,VOICE,BOM-808,19.054391,72.90099,BOM-318,19.119736,72.846778
C122C6E3,+91-91761-80466,+91-93400-63427,2025-01-18T15:50:00,714,VOICE,BOM-702,19.075518,72.877609,BOM-103,18.963783,72.834276
F82DF47C,+91-93400-50640,+91-89120-43282,2025-01-09T22:07:00,1432,VOICE,BOM-901,19.029958,72.855114,BOM-901,19.030049,72.855694
0EB45853,+91-63990-90125,+91-63990-86939,2025-01-15T18:22:00,44,SMS,BOM-318,19.120014,72.847006,BOM-621,19.136419,72.82969
DEFF6A44,+91-75300-87925,+91-63990-44581,2025-02-12T23:28:00,29,SMS,BOM-244,19.098759,72.849083,BOM-621,19.136472,72.829845
74E85AE9,+91-93400-10736,+91-77540-82847,2025-02-22T23:16:00,43,VOICE,BOM-318,19.120086,72.846417,BOM-808,19.054393,72.90022
8F478306,+91-91761-16186,+91-93400-42104,2025-03-15T23:01:00,509,VOICE,BOM-103,18.963299,72.834567,BOM-808,19.054144,72.900224
98BE99B7,+91-80720-60986,+91-93400-27030,2025-01-27T16:27:00,15,SMS,BOM-244,19.099075,72.84881,BOM-519,19.066302,72.878585
6BD16067,+91-63990-31734,+91-63990-43144,2025-02-08T23:34:00,42,SMS,BOM-621,19.136234,72.829852,BOM-212,19.041009,72.863773
7D7A5654,+91-93400-52868,+91-87890-61463,2025-01-16T16:28:00,927,VOICE,BOM-244,19.099468,72.849172,BOM-808,19.054205,72.900113
81E2C0E1,+91-63990-27898,+91-89120-89246,2025-03-15T15:56:00,45,SMS,BOM-808,19.054262,72.900906,BOM-447,19.04451,72.855875
4107F3ED,+91-87890-26899,+91-87890-15956,2025-03-14T08:50:00,1531,VOICE,BOM-808,19.054495,72.900532,BOM-103,18.963772,72.833866
69785564,+91-98400-12345,+91-98400-22222,2025-01-23T15:48:00,18,SMS,BOM-447,19.0444,72.8558,BOM-808,19.054411,72.900599
92944447,+91-87890-21211,+91-93400-81146,2025-02-07T17:36:00,7,SMS,BOM-244,19.098774,72.848769,BOM-621,19.136282,72.82991
C405885D,+91-70420-67693,+91-89120-94235,2025-01-16T18:17:00,1662,VOICE,BOM-318,19.119883,72.846508,BOM-318,19.119226,72.846446
992EEA01,+91-87890-38986,+91-93400-74724,2025-02-16T08:17:00,50,SMS,BOM-244,19.098709,72.848696,BOM-808,19.054111,72.900277
2F740E19,+91-63990-28904,+91-77540-99302,2025-02-10T07:39:00,1473,VOICE,BOM-702,19.075987,72.877975,BOM-212,19.041514,72.86373
07A51398,+91-87890-27002,+91-89120-62142,2025-03-03T10:42:00,171,VOICE,BOM-621,19.136438,72.829306,BOM-702,19.076298,72.878059
9A9FE650,+91-77540-55743,+91-77540-59298,2025-02-12T14:53:00,1788,VOICE,BOM-901,19.029759,72.855188,BOM-901,19.029764,72.855061
2DAEC6D0,+91-87890-69171,+91-87890-99415,2025-01-11T09:04:00,48,SMS,BOM-519,19.066788,72.878863,BOM-901,19.029112,72.85551
6D613BFA,+91-75300-21023,+91-75300-45222,2025-02-13T11:57:00,8,SMS,BOM-901,19.029424,72.855368,BOM-244,19.099122,72.848702
50452488,+91-93400-28312,+91-93400-93394,2025-01-12T23:09:00,9,SMS,BOM-808,19.054721,72.900547,BOM-702,19.075861,72.877881
836CDD3E,+91-88200-16973,+91-70420-81200,2025-02-09T11:41:00,529,VOICE,BOM-447,19.044104,72.855746,BOM-621,19.135698,72.829333
8577DFA2,+91-88200-94211,+91-77540-70929,2025-01-14T09:11:00,827,VOICE,BOM-808,19.054199,72.900329,BOM-702,19.075742,72.877804
E6C6CEA8,+91-70420-79634,+91-63990-42588,2025-01-23T09:34:00,273,VOICE,BOM-318,19.119833,72.846731,BOM-621,19.135845,72.829558
098F14F2,+91-91761-14284,+91-91761-48197,2025-02-16T18:42:00,97,VOICE,BOM-318,19.120093,72.84663,BOM-447,19.044896,72.855382
47BADA8D,+91-88200-55434,+91-89120-41774,2025-03-14T18:20:00,47,SMS,BOM-212,19.041849,72.864002,BOM-212,19.04169,72.86329
23F07C97,+91-70420-62550,+91-80720-70960,2025-02-06T16:20:00,1147,VOICE,BOM-901,19.029108,72.855001,BOM-244,19.099285,72.84924
54309BEF,+91-98400-33333,+91-98400-44444,2025-02-24T17:22:00,1492,VOICE,BOM-212,19.041171,72.863451,BOM-519,19.066116,72.878643
B6FD2B19,+91-75300-90061,+91-77540-45769,2025-02-27T16:10:00,1193,VOICE,BOM-103,18.963437,72.834534,BOM-702,19.076016,72.877884
D52E1C0F,+91-98400-33333,+91-98400-11111,2025-01-14T17:08:00,1715,VOICE,BOM-447,19.044252,72.855639,BOM-901,19.030081,72.855279
B23C47C9,+91-70420-88346,+91-88200-66469,2025-01-18T19:13:00,24,SMS,BOM-103,18.963497,72.834005,BOM-519,19.06637,72.878776
58E03DE4,+91-89120-39178,+91-89120-63973,2025-03-10T21:05:00,55,SMS,BOM-901,19.029177,72.854808,BOM-447,19.044542,72.85591
ECCFAB31,+91-77540-67726,+91-91761-89071,2025-01-01T16:30:00,21,SMS,BOM-318,19.119523,72.84684,BOM-244,19.099168,72.848596
32656A7F,+91-91761-73318,+91-88200-24802,2025-02-22T21:02:00,550,VOICE,BOM-702,19.075412,72.878068,BOM-103,18.963568,72.834277
C54A320B,+91-77540-65641,+91-63990-54843,2025-01-17T18:46:00,1146,VOICE,BOM-519,19.066289,72.878167,BOM-901,19.030019,72.854885
C7E11E61,+91-80720-58910,+91-93400-17402,2025-02-02T15:20:00,36,VOICE,BOM-318,19.119206,72.847076,BOM-808,19.054742,72.900521
05D04715,+91-89120-44657,+91-80720-28545,2025-03-06T23:24:00,42,SMS,BOM-212,19.040988,72.863326,BOM-318,19.120157,72.847097
15B845DA,+91-89120-20338,+91-88200-49407,2025-01-27T09:58:00,1385,VOICE,BOM-621,19.135712,72.829741,BOM-519,19.06615,72.878403
8D92065E,+91-77540-26679,+91-89120-58332,2025-01-08T10:17:00,79,VOICE,BOM-318,19.119999,72.846434,BOM-702,19.075955,72.877793
25236F67,+91-75300-35218,+91-89120-80667,2025-01-09T13:29:00,670,VOICE,BOM-621,19.136331,72.829234,BOM-702,19.07639,72.877884
266B9BB0,+91-87890-60747,+91-70420-82737,2025-02-05T14:09:00,819,VOICE,BOM-318,19.119288,72.846682,BOM-244,19.099373,72.849187
ADD7EBF3,+91-63990-60027,+91-88200-81290,2025-01-29T07:23:00,1027,VOICE,BOM-519,19.066259,72.878096,BOM-103,18.963278,72.833986
