call_id,caller_msisdn,callee_msisdn,start_timestamp,duration_sec,call_type,caller_tower_id,caller_tower_lat,caller_tower_lon,callee_tower_id,callee_tower_lat,callee_tower_lon
E88F1A9C,+91-77540-79579,+91-77540-57849,2025-03-15T20:49:00,389,VOICE,BOM-901,19.030048,72.854997,BOM-808,19.05402,72.900829
12130278,+91-75300-84754,+91-77540-93024,2025-01-21T17:24:00,378,VOICE,BOM-318,19.11935,72.846796,BOM-447,19.044131,72.855941
0D8C5746,+91-91761-60799,+91-70420-66548,2025-04-13T08:49:00,38,SMS,BOM-318,19.120129,72.847027,BOM-901,19.029719,72.855698
A504E51C,+91-77540-18426,+91-87890-14417,2025-01-25T07:06:00,1196,VOICE,BOM-447,19.044244,72.855964,BOM-621,19.136233,72.829768
1F5D09BA,+91-75300-83136,+91-70420-47236,2025-03-06T17:53:00,26,SMS,BOM-702,19.075718,72.877379,BOM-808,19.054436,72.900255
C7E05D0E,+91-70420-36681,+91-77540-98788,2025-02-10T15:48:00,396,VOICE,BOM-621,19.135975,72.82928,BOM-901,19.030014,72.854844
A95DCBE5,+91-87890-48689,+91-75300-91185,2025-02-08T10:35:00,470,VOICE,BOM-212,19.041049,72.863492,BOM-901,19.029104,72.855731
4078CE02,+91-91761-31871,+91-63990-82470,2025-03-07T23:30:00,1342,VOICE,BOM-519,19.06627,72.878272,BOM-901,19.029631,72.855586
340302E8,+91-77540-99584,+91-80720-40680,2025-03-29T17:06:00,590,VOICE,BOM-901,19.029545,72.855311,BOM-901,19.029327,72.855322
31D4C845,+91-87890-96707,+91-93400-25744,2025-02-11T17:44:00,24,SMS,BOM-447,19.044428,72.855607,BOM-621,19.135528,72.829552
A6E30386,+91-75300-53526,+91-87890-46528,2025-01-16T12:31:00,206,VOICE,BOM-318,19.11945,72.846456,BOM-447,19.044858,72.856039
3008CFB4,+91-87890-35203,+91-91761-46193,2025-02-21T13:47:00,371,VOICE,BOM-447,19.044889,72.855814,BOM-212,19.041717,72.86353
51CDB9B0,+91-89120-11649,+91-80720-71798,2025-01-23T08:25:00,1011,VOICE,BOM-103,18.96374,72.834389,BOM-212,19.041446,72.863722
D2731EBF,+91-63990-95289,+91-87890-73911,2025-02-09T07:49:00,27,SMS,BOM-519,19.06614,72.878554,BOM-103,18.963004,72.834426
94DA509B,+91-77540-23981,+91-93400-15276,2025-03-03T21:21:00,220,VOICE,BOM-447,19.043909,72.855398,BOM-244,19.099106,72.84889
D7885680,+91-97300-22222,+91-97300-11111,2025-01-28T10:10:00,27,SMS,BOM-244,19.099192,72.848809,BOM-447,19.044117,72.855431
73116DA2,+91-87890-84016,+91-93400-43523,2025-03-15T23:06:00,1589,VOICE,BOM-808,19.054517,72.900514,BOM-212,19.040907,72.863828
764593E1,+91-93400-26842,+91-89120-60929,2025-04-02T16:54:00,17,SMS,BOM-318,19.119255,72.847226,BOM-519,19.066526,72.878656
27C0A906,+91-80720-36254,+91-93400-77802,2025-03-11T10:50:00,863,VOICE,BOM-901,19.029792,72.855649,BOM-212,19.041331,72.863629
9980875F,+91-75300-13687,+91-80720-81252,2025-04-05T21:09:00,853,VOICE,BOM-244,19.098901,72.849365,BOM-901,19.029596,72.855287
A34DB270,+91-63990-51928,+91-70420-83850,2025-02-01T23:56:00,842,VOICE,BOM-702,19.076334,72.877298,BOM-318,19.119648,72.847227
7BFF71BE,+91-93400-59686,+91-70420-25477,2025-03-25T09:06:00,54,SMS,BOM-447,19.044105,72.855848,BOM-519,19.065951,72.878255
E23873AA,+91-88200-98263,+91-87890-83006,2025-04-17T12:43:00,342,VOICE,BOM-318,19.119776,72.846626,BOM-808,19.054337,72.900817
E253A010,+91-88200-91768,+91-63990-58434,2025-01-27T07:51:00,1254,VOICE,BOM-318,19.12003,72.846325,BOM-808,19.054328,72.900724
954BF004,+91-87890-72611,+91-63990-40884,2025-02-13T07:49:00,979,VOICE,BOM-244,19.0986,72.848602,BOM-702,19.076054,72.87801
1B812850,+91-63990-91467,+91-91761-69925,2025-03-26T12:52:00,15,SMS,BOM-702,19.075614,72.877726,BOM-901,19.02939,72.855026
89A2AD87,+91-97300-66666,+91-97300-22222,2025-04-23T19:17:00,45,SMS,BKC-112,19.0656,72.8669,BOM-808,19.05474,72.900539
940A2A3A,+91-87890-75480,+91-89120-41291,2025-04-04T13:40:00,632,VOICE,BOM-103,18.963465,72.833785,BOM-447,19.044028,72.856271
511FF477,+91-93400-59213,+91-80720-47169,2025-02-11T16:41:00,894,VOICE,BOM-621,19.136032,72.830007,BOM-901,19.029177,72.855759
B46B751C,+91-91761-25097,+91-63990-35610,2025-03-03T12:40:00,1518,VOICE,BOM-621,19.135801,72.829881,BOM-447,19.044351,72.856283
542D1962,+91-75300-44100,+91-77540-23819,2025-03-28T13:11:00,60,VOICE,BOM-808,19.054934,72.900067,BOM-318,19.119884,72.84716
CB64277C,+91-87890-62537,+91-91761-45699,2025-03-12T08:11:00,1399,VOICE,BOM-901,19.02992,72.855249,BOM-318,19.119531,72.847179
57E5AF93,+91-97300-77777,+91-77540-15707,2025-03-18T20:26:00,1110,VOICE,BOM-901,19.029618,72.854915,BOM-103,18.963466,72.833819
05C2222E,+91-75300-78165,+91-77540-76750,2025-02-17T07:19:00,880,VOICE,BOM-318,19.119686,72.846477,BOM-212,19.041029,72.864027
AB5335BE,+91-97300-33333,+91-97300-11111,2025-02-21T16:22:00,65,VOICE,BOM-808,19.054591,72.900988,BOM-212,19.04179,72.863447
5FD00378,+91-70420-68424,+91-80720-15596,2025-03-05T07:59:00,1537,VOICE,BOM-212,19.041603,72.863831,BOM-447,19.044124,72.855462
D862EA7E,+91-80720-64636,+91-91761-58210,2025-02-07T14:02:00,1238,VOICE,BOM-901,19.029317,72.855548,BOM-621,19.136115,72.829433
95F1E1C5,+91-75300-56711,+91-77540-33491,2025-03-09T14:10:00,1095,VOICE,BOM-244,19.098781,72.849488,BOM-702,19.076279,72.877927
3097FF40,+91-93400-16375,+91-87890-12674,2025-03-17T15:12:00,1102,VOICE,BOM-901,19.029258,72.855462,BOM-447,19.044375,72.856204
A659A47D,+91-75300-51694,+91-89120-58228,2025-03-21T13:36:00,206,VOICE,BOM-702,19.07584,72.877792,BOM-702,19.076039,72.877507
3EC59879,+91-88200-12984,+91-87890-47622,2025-01-25T15:32:00,319,VOICE,BOM-621,19.136256,72.829895,BOM-447,19.044083,72.855639
E4724B5C,+91-75300-37418,+91-91761-60527,2025-04-22T15:31:00,1787,VOICE,BOM-212,19.041549,72.86346,BOM-318,19.119872,72.846314
F6471BA2,+91-91761-50283,+91-88200-70994,2025-01-28T10:22:00,40,SMS,BOM-901,19.029294,72.855582,BOM-103,18.962885,72.834589
51D88553,+91-63990-31455,+91-91761-30069,2025-01-19T19:55:00,1417,VOICE,BOM-447,19.044039,72.855538,BOM-447,19.044609,72.855664
EDB0F328,+91-75300-19342,+91-77540-77232,2025-03-11T23:39:00,1665,VOICE,BOM-702,19.075751,72.877692,BOM-103,18.96334,72.833927
4513FE4D,+91-93400-42564,+91-70420-79834,2025-04-24T17:05:00,1127,VOICE,BOM-808,19.054058,72.900569,BOM-318,19.119508,72.846918
0A4D72FD,+91-75300-50442,+91-93400-62679,2025-02-02T21:41:00,1081,VOICE,BOM-212,19.041461,72.86339,BOM-901,19.029825,72.855674
10D33F51,+91-89120-45536,+91-80720-30808,2025-04-24T19:17:00,1155,VOICE,BOM-103,18.963239,72.834152,BOM-702,19.076139,72.877436
337A196B,+91-87890-64330,+91-91761-70372,2025-03-20T17:25:00,15,SMS,BOM-212,19.041369,72.864138,BOM-808,19.054926,72.900675
4CE873BF,+91-97300-77777,+91-70420-83065,2025-04-06T07:22:00,56,SMS,BOM-447,19.04398,72.856203,BOM-621,19.136364,72.830064
8B76E096,+91-93400-62420,+91-80720-45899,2025-02-27T18:52:00,188,VOICE,BOM-318,19.1198,72.846551,BOM-212,19.041812,72.863729
C5F0C26E,+91-77540-77036,+91-91761-35000,2025-02-28T10:37:00,51,SMS,BOM-447,19.04469,72.855671,BOM-808,19.054906,72.900333
B2771B67,+91-70420-20304,+91-70420-82401,2025-04-03T21:52:00,784,VOICE,BOM-244,19.099183,72.848851,BOM-244,19.099286,72.84895
C119D9D3,+91-80720-30921,+91-75300-87674,2025-03-20T12:08:00,1070,VOICE,BOM-244,19.099036,72.849291,BOM-212,19.041332,72.863356
2B584C24,+91-88200-51090,+91-93400-52146,2025-02-09T18:48:00,1412,VOICE,BOM-318,19.119944,72.846727,BOM-519,19.066728,72.878379
A9B1479B,+91-91761-23800,+91-89120-78993,2025-03-29T07:11:00,1643,VOICE,BOM-901,19.029565,72.854994,BOM-103,18.963756,72.834203
77253424,+91-70420-56447,+91-87890-74628,2025-03-01T18:04:00,1732,VOICE,BOM-808,19.054622,72.900225,BOM-318,19.119387,72.847122
F4DFADBD,+91-75300-19725,+91-70420-30320,2025-03-14T09:39:00,735,VOICE,BOM-103,18.962888,72.83416,BOM-244,19.09892,72.848551
558EA0EB,+91-89120-62476,+91-75300-56883,2025-02-21T18:02:00,676,VOICE,BOM-621,19.136041,72.829986,BOM-244,19.099014,72.849321
245A1F51,+91-97300-11111,+91-97300-22222,2025-03-07T18:57:00,5,SMS,BOM-103,18.96333,72.833747,BOM-621,19.136397,72.829608
270C64AC,+91-75300-16133,+91-77540-32595,2025-03-28T07:44:00,1066,VOICE,BOM-702,19.075789,72.878057,BOM-103,18.962846,72.833838
C91B5CDB,+91-93400-83652,+91-91761-57450,2025-02-03T18:55:00,455,VOICE,BOM-447,19.044523,72.855492,BOM-702,19.076089,72.878132
FFB1AC50,+91-93400-13098,+91-63990-30345,2025-01-17T19:33:00,648,VOICE,BOM-103,18.963436,72.834509,BOM-244,19.099126,72.849088
BC721076,+91-63990-72334,+91-87890-23086,2025-02-06T09:54:00,19,SMS,BOM-103,18.962965,72.834014,BOM-808,19.05492,72.900168
118AE878,+91-88200-82825,+91-70420-25785,2025-03-22T22:06:00,198,VOICE,BOM-519,19.066611,72.877909,BOM-808,19.054189,72.900035
82E08C7D,+91-75300-82262,+91-63990-64667,2025-03-23T16:59:00,925,VOICE,BOM-318,19.119561,72.846631,BOM-318,19.120072,72.846489
87EACA9B,+91-87890-32703,+91-91761-39713,2025-02-20T09:29:00,42,SMS,BOM-318,19.119963,72.847048,BOM-212,19.041358,72.863236
B747FC5B,+91-87890-10621,+91-89120-18313,2025-04-12T12:24:00,329,VOICE,BOM-103,18.963255,72.834338,BOM-447,19.044626,72.856212
4C4EFF4B,+91-97300-11111,+91-97300-33333,2025-04-24T08:29:00,1281,VOICE,BOM-212,19.041403,72.863935,BOM-447,19.044274,72.856177
2481B631,+91-63990-64963,+91-80720-57514,2025-02-16T18:45:00,1361,VOICE,BOM-808,19.054105,72.90052,BOM-447,19.043927,72.85538
BF910CEA,+91-91761-10628,+91-89120-45605,2025-03-21T16:45:00,10,SMS,BOM-103,18.962856,72.834226,BOM-318,19.119999,72.846863
EBD2B715,+91-93400-97507,+91-63990-72741,2025-03-02T19:11:00,28,SMS,BOM-621,19.135841,72.829925,BOM-447,19.044134,72.855605
E4AD69B1,+91-89120-79177,+91-63990-50950,2025-04-19T15:30:00,411,VOICE,BOM-519,19.066078,72.878419,BOM-318,19.1198,72.847
CC71D113,+91-91761-34149,+91-93400-27684,2025-03-07T08:05:00,27,SMS,BOM-621,19.135644,72.829723,BOM-103,18.963321,72.834655
80200C71,+91-93400-69127,+91-91761-45943,2025-03-06T15:49:00,1670,VOICE,BOM-808,19.05401,72.900537,BOM-702,19.076272,72.877285
D9FCF46F,+91-80720-46494,+91-70420-70758,2025-04-08T09:55:00,909,VOICE,BOM-808,19.054821,72.900598,BOM-244,19.09851,72.848557
E5BBD4FE,+91-89120-97006,+91-77540-21177,2025-03-10T12:23:00,1237,VOICE,BOM-244,19.098695,72.84942,BOM-702,19.075649,72.877618
CC63BA1E,+91-70420-60025,+91-70420-60322,2025-02-28T19:04:00,244,VOICE,BOM-901,19.029942,72.855272,BOM-808,19.054485,72.900212
70C9D525,+91-87890-60981,+91-70420-61723,2025-03-02T13:58:00,1314,VOICE,BOM-244,19.098713,72.84912,BOM-808,19.054867,72.900912
34058659,+91-87890-48675,+91-93400-95523,2025-02-22T11:17:00,21,SMS,BOM-702,19.075559,72.877239,BOM-244,19.098788,72.848542
A02A99C6,+91-87890-72229,+91-93400-33683,2025-01-25T22:40:00,37,SMS,BOM-702,19.075693,72.877661,BOM-901,19.030024,72.855262
A09E4346,+91-77540-75817,+91-77540-48185,2025-01-23T13:25:00,783,VOICE,BOM-519,19.065891,72.878122,BOM-621,19.136085,72.829524
99672875,+91-89120-58254,+91-89120-93968,2025-03-05T13:20:00,1656,VOICE,BOM-103,18.963647,72.834051,BOM-447,19.044266,72.856115
F36B629D,+91-63990-25065,+91-77540-26235,2025-03-12T14:07:00,480,VOICE,BOM-447,19.04452,72.856075,BOM-447,19.044628,72.85535
FB736F1C,+91-77540-66249,+91-88200-45568,2025-02-12T19:01:00,1046,VOICE,BOM-244,19.099031,72.848735,BOM-808,19.054137,72.900549
1DC37451,+91-93400-74572,+91-91761-37084,2025-04-14T20:30:00,1062,VOICE,BOM-318,19.119942,72.846425,BOM-519,19.066541,72.87827
1C214192,+91-89120-96238,+91-70420-88940,2025-01-23T14:24:00,149,VOICE,BOM-901,19.029743,72.855117,BOM-244,19.098629,72.849409
4FDE96F6,+91-93400-85168,+91-93400-96457,2025-04-15T18:49:00,33,SMS,BOM-808,19.054783,72.900957,BOM-621,19.135681,72.82914
AC501806,+91-77540-56626,+91-89120-78001,2025-03-12T22:05:00,973,VOICE,BOM-519,19.066026,72.878232,BOM-519,19.066302,72.878399
D025A403,+91-87890-93161,+91-77540-94243,2025-04-18T10:48:00,1700,VOICE,BOM-318,19.119689,72.846428,BOM-702,19.075905,72.877303
3A5B906B,+91-77540-65267,+91-91761-81085,2025-02-15T18:32:00,757,VOICE,BOM-103,18.963325,72.834474,BOM-901,19.029759,72.85562
4F16054E,+91-87890-94047,+91-93400-87694,2025-03-12T12:59:00,650,VOICE,BOM-212,19.040928,72.863947,BOM-318,19.120183,72.846601
A7D646CB,+91-63990-86952,+91-87890-46048,2025-03-05T18:59:00,204,VOICE,BOM-901,19.029846,72.855272,BOM-519,19.066084,72.878575
0A1A3C4D,+91-97300-11111,+91-97300-22222,2025-03-09T15:54:00,1594,VOICE,BOM-702,19.07612,72.877244,BOM-621,19.136282,72.829271
A7872BB4,+91-93400-36879,+91-88200-29449,2025-03-04T17:57:00,48,SMS,BOM-103,18.963,72.83387,BOM-447,19.043961,72.855615
AE5358AB,+91-77540-18129,+91-87890-45136,2025-03-07T07:00:00,41,SMS,BOM-212,19.04178,72.864112,BOM-244,19.098671,72.84883
986C9D9D,+91-89120-87274,+91-80720-93371,2025-03-23T08:14:00,981,VOICE,BOM-901,19.029784,72.855052,BOM-244,19.099077,72.849286
AB559CDF,+91-80720-26908,+91-93400-98792,2025-01-24T16:42:00,567,VOICE,BOM-318,19.119282,72.846651,BOM-318,19.119543,72.847155
15A2FE0A,+91-87890-66318,+91-89120-59501,2025-04-02T07:40:00,113,VOICE,BOM-318,19.119416,72.846878,BOM-519,19.066243,72.878631
5DA0548C,+91-97300-22222,+91-97300-33333,2025-04-11T19:02:00,41,SMS,BOM-244,19.099297,72.848702,BOM-244,19.098763,72.848574
93712C7E,+91-77540-71806,+91-89120-70452,2025-04-10T23:41:00,1185,VOICE,BOM-519,19.065858,72.877958,BOM-901,19.030052,72.854941
1B0F756E,+91-63990-31552,+91-91761-37404,2025-04-17T14:17:00,105,VOICE,BOM-212,19.041242,72.863319,BOM-901,19.029505,72.855262
247CD445,+91-80720-76009,+91-88200-82629,2025-04-21T10:47:00,14,SMS,BOM-808,19.054643,72.900861,BOM-103,18.963277,72.83392
DEF3BA78,+91-88200-18826,+91-63990-52015,2025-03-11T22:03:00,32,SMS,BOM-901,19.029912,72.855347,BOM-702,19.075518,72.877625
9483FF85,+91-75300-43837,+91-77540-34646,2025-03-05T09:47:00,662,VOICE,BOM-519,19.066358,72.878123,BOM-808,19.054389,72.900639
4035A8F8,+91-75300-46980,+91-91761-36741,2025-03-12T12:16:00,32,SMS,BOM-901,19.029967,72.855545,BOM-318,19.119367,72.847212
98AAF224,+91-89120-47892,+91-91761-68519,2025-04-07T20:40:00,1148,VOICE,BOM-447,19.044734,72.855826,BOM-808,19.054864,72.900934
8C469199,+91-75300-95523,+91-88200-44347,2025-04-12T23:45:00,28,SMS,BOM-103,18.963508,72.833953,BOM-447,19.044069,72.856063
4465AD15,+91-87890-11184,+91-87890-49766,2025-01-17T10:10:00,926,VOICE,BOM-103,18.963142,72.834125,BOM-519,19.0667,72.878656
DF380D4E,+91-63990-85221,+91-77540-15948,2025-03-25T22:34:00,662,VOICE,BOM-519,19.066061,72.878395,BOM-447,19.044487,72.856255
073E49F3,+91-77540-66099,+91-87890-46185,2025-04-16T23:52:00,1169,VOICE,BOM-808,19.054079,72.900168,BOM-702,19.075548,72.878085
D9D5A59D,+91-93400-90694,+91-87890-82457,2025-04-08T07:49:00,58,SMS,BOM-318,19.119981,72.847118,BOM-901,19.029864,72.85565
C2B3D617,+91-97300-11111,+91-97300-33333,2025-04-14T14:02:00,41,SMS,BOM-901,19.029429,72.855571,BOM-103,18.963516,72.833961
AE8EA06D,+91-93400-69740,+91-93400-36747,2025-01-30T08:51:00,57,SMS,BOM-621,19.135938,72.829125,BOM-519,19.065886,72.87837
FE6AA214,+91-97300-77777,+91-75300-68505,2025-02-25T11:42:00,691,VOICE,BOM-702,19.076394,72.878105,BOM-702,19.076273,72.877622
07C7E792,+91-70420-78860,+91-77540-15278,2025-03-06T13:22:00,55,SMS,BOM-318,19.119996,72.846804,BOM-244,19.099049,72.848543
9B2E4DDD,+91-70420-38759,+91-89120-81447,2025-03-19T23:40:00,875,VOICE,BOM-621,19.135924,72.830051,BOM-244,19.098808,72.849097
425BF513,+91-63990-68361,+91-63990-39665,2025-04-13T10:05:00,519,VOICE,BOM-212,19.041647,72.863659,BOM-519,19.06666,72.878403
697865E9,+91-70420-23747,+91-89120-53790,2025-04-02T16:59:00,1083,VOICE,BOM-901,19.029353,72.855155,BOM-519,19.066003,72.878313
CF128DEC,+91-80720-96514,+91-63990-88136,2025-01-22T22:50:00,1769,VOICE,BOM-519,19.066356,72.8787,BOM-447,19.0445,72.855353
